a_max,hit_rate,avg_miss_distance,avg_energy,avg_time,n_trials
0,100.0,0.34307714076122564,2258.16731343133,6.493110000000468,200
2,100.0,0.32615421878945755,3480.2860094302623,6.4950400000004676,200
4,100.0,0.32249238014264464,5879.047037649972,6.500315000000469,200
6,99.5,0.34904174388793124,9648.109264711706,6.50879000000047,200
8,97.5,0.34390820137511297,14556.37911528552,6.520455000000471,200
10,91.0,0.37798083559205337,20730.05502350511,6.534810000000473,200
