a_max,hit_rate,avg_miss_distance,avg_energy,avg_time,n_trials
0,100.0,0.32184484784208045,168.36463161735625,8.637575000000652,200
2,100.0,0.35019338361186714,1154.4963119453864,8.66047000000064,200
4,60.5,0.4979339768583374,3077.580024448852,8.659510000000639,200
6,27.0,0.858553785048188,4896.886647993088,8.644905000000648,200
8,19.0,1.2385849100681008,7240.450550494237,8.683210000000626,200
10,15.0,1.7748547796340888,9364.522629775116,8.682860000000627,200
