a_max,hit_rate,avg_miss_distance,avg_energy,avg_time,n_trials
0,2.5,12.916873223115658,7069.2578362550075,6.490870000000466,200
2,1.5,12.852279580119612,7113.387416695286,6.493125000000466,200
4,2.0,12.964583073459524,7290.2607091928085,6.498915000000468,200
6,1.5,13.36863531947991,7672.814484325552,6.507955000000469,200
8,1.5,13.98833334098638,8187.7615871781345,6.520005000000472,200
10,1.5,14.715510876565908,8733.330131146044,6.534790000000471,200
