a_max,hit_rate,avg_miss_distance,avg_energy,avg_time,n_trials
0,100.0,0.0,1993.9733323374849,6.493100000000468,200
2,100.0,0.0,4002.2429290983073,6.4951150000004665,200
4,94.5,0.035166502128716706,6893.674931838739,6.500400000000468,200
6,81.5,0.13813219689858433,10961.812492714935,6.5089950000004695,200
8,77.0,0.20620811687668994,16171.195132453502,6.520425000000471,200
10,71.0,0.3122951679195985,22218.886923138823,6.534600000000472,200
