N,tau,maneuver,max_g,png_hit_rate,ppo_hit_rate,png_n_hits,ppo_n_hits,png_miss_mean,ppo_miss_mean,png_miss_std,ppo_miss_std,png_time_mean,ppo_time_mean,png_energy_mean,ppo_energy_mean
3.0000,0.2000,step,7,0.1800,1.0000,9,50,1.9524,0.0000,1.2695,0.0000,7.1604,7.1440,27648.4978,7830.9788
3.0000,0.2000,step,10,0.0400,1.0000,2,50,4.0725,0.0000,2.1468,0.0000,7.1436,7.1346,41263.5855,14017.1100
3.0000,0.2000,step,12,0.0200,1.0000,1,50,6.2554,0.0000,2.6248,0.0000,7.1542,7.1519,43204.1648,18937.9541
3.0000,0.2000,step,15,0.0400,1.0000,2,50,8.3689,0.0000,4.2011,0.0000,7.1252,7.1291,46397.3556,27747.6991
3.0000,0.2000,step,18,0.0000,0.9000,0,45,10.6119,0.0586,4.5619,0.1762,7.1310,7.1416,48947.3082,37844.1458
3.0000,0.2000,step,20,0.0000,0.6600,0,33,12.8106,0.4080,4.4747,0.5974,7.1124,7.1304,41944.0280,46049.5885
3.0000,0.2000,sine,3,0.7000,1.0000,35,50,0.2049,0.0000,0.3302,0.0000,6.4308,6.4301,1814.6780,2092.6707
3.0000,0.2000,sine,5,0.5200,1.0000,26,50,0.5251,0.0000,0.6127,0.0000,6.4360,6.4352,3191.8713,3679.7849
3.0000,0.2000,sine,7,0.2800,0.9400,14,47,0.9670,0.0377,0.8679,0.1518,6.4448,6.4442,4588.0969,5754.7659
3.0000,0.2000,sine,10,0.1000,0.7400,5,37,1.6277,0.2319,1.2208,0.4212,6.4645,6.4644,6533.9382,9366.9633
3.0000,0.2000,sine,12,0.0800,0.6000,4,30,2.0431,0.4587,1.4699,0.6273,6.4815,6.4817,7671.9660,11995.2604
3.0000,0.2000,sine,15,0.1000,0.4000,5,20,2.4712,0.9212,1.8429,0.9503,6.5126,6.5128,9548.3590,15567.5569
3.0000,0.2000,sine,18,0.1000,0.2800,5,14,2.8066,1.4554,2.2023,1.3243,6.5489,6.5489,10707.1053,18797.9512
3.0000,0.2000,sine,20,0.0600,0.2400,3,12,3.0811,1.8188,2.2163,1.5860,6.5753,6.5752,11270.1815,20872.7566
3.0000,0.3000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4301,6.4299,279.7746,1140.9148
3.0000,0.3000,step,3,0.8200,1.0000,41,50,0.1301,0.0000,0.2815,0.0000,7.1836,7.1670,7427.5192,3188.7561
3.0000,0.3000,step,5,0.0200,1.0000,1,50,2.2369,0.0000,1.3541,0.0000,7.2195,7.1974,18997.4177,5152.5992
3.0000,0.3000,step,7,0.0600,1.0000,3,50,5.2934,0.0000,2.6742,0.0000,7.1593,7.1440,29794.0204,7830.9788
3.0000,0.3000,step,10,0.0000,1.0000,0,50,9.7204,0.0000,4.3650,0.0000,7.1370,7.1346,39752.5711,14017.1100
3.0000,0.3000,step,12,0.0000,1.0000,0,50,11.7350,0.0000,5.1991,0.0000,7.1458,7.1519,40421.3227,18937.9541
3.0000,0.3000,step,15,0.0000,1.0000,0,50,13.2381,0.0000,5.7433,0.0000,7.1168,7.1291,39337.5425,27747.6991
3.0000,0.3000,step,18,0.0200,0.9000,1,45,15.7836,0.0586,5.8998,0.1762,7.1197,7.1416,36326.0493,37844.1458
3.0000,0.3000,step,20,0.0000,0.6600,0,33,14.3269,0.4080,6.6816,0.5974,7.1067,7.1304,31737.7452,46049.5885
3.0000,0.3000,sine,3,0.6400,1.0000,32,50,0.3304,0.0000,0.4760,0.0000,6.4309,6.4301,1262.7367,2092.6707
3.0000,0.3000,sine,5,0.4000,1.0000,20,50,0.7574,0.0000,0.8006,0.0000,6.4360,6.4352,2180.8008,3679.7849
3.0000,0.3000,sine,7,0.2200,0.9400,11,47,1.2201,0.0377,1.1379,0.1518,6.4448,6.4442,3097.8600,5754.7659
3.0000,0.3000,sine,10,0.1600,0.7400,8,37,1.8933,0.2319,1.7063,0.4212,6.4643,6.4644,4269.4353,9366.9633
3.0000,0.3000,sine,12,0.1400,0.6000,7,30,2.3579,0.4587,2.0362,0.6273,6.4812,6.4817,4789.6524,11995.2604
3.0000,0.3000,sine,15,0.1000,0.4000,5,20,2.9358,0.9212,2.4134,0.9503,6.5121,6.5128,5824.5661,15567.5569
3.0000,0.3000,sine,18,0.1000,0.2800,5,14,3.2429,1.4554,2.7192,1.3243,6.5485,6.5489,6965.4872,18797.9512
3.0000,0.3000,sine,20,0.0200,0.2400,1,12,3.4146,1.8188,2.8034,1.5860,6.5751,6.5752,7403.0991,20872.7566
3.0000,0.4000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4304,6.4299,308.5342,1140.9148
3.0000,0.4000,step,3,0.5400,1.0000,27,50,0.4899,0.0000,0.6175,0.0000,7.1862,7.1670,9548.2769,3188.7561
3.0000,0.4000,step,5,0.0000,1.0000,0,50,4.3301,0.0000,2.6736,0.0000,7.2200,7.1974,20444.8895,5152.5992
3.0000,0.4000,step,7,0.0200,1.0000,1,50,9.4325,0.0000,4.1552,0.0000,7.1555,7.1440,29518.5613,7830.9788
3.0000,0.4000,step,10,0.0000,1.0000,0,50,14.7465,0.0000,6.6076,0.0000,7.1286,7.1346,36134.4261,14017.1100
3.0000,0.4000,step,12,0.0200,1.0000,1,50,14.9020,0.0000,7.9366,0.0000,7.1393,7.1519,36920.7460,18937.9541
3.0000,0.4000,step,15,0.0200,1.0000,1,50,15.7497,0.0000,7.7033,0.0000,7.1104,7.1291,31698.2068,27747.6991
3.0000,0.4000,step,18,0.0000,0.9000,0,45,17.8542,0.0586,6.6572,0.1762,7.1128,7.1416,26103.0991,37844.1458
3.0000,0.4000,step,20,0.0000,0.6600,0,33,14.2939,0.4080,6.8196,0.5974,7.1050,7.1304,23826.6509,46049.5885
3.0000,0.4000,sine,3,0.6000,1.0000,30,50,0.4016,0.0000,0.5688,0.0000,6.4311,6.4301,913.5438,2092.6707
3.0000,0.4000,sine,5,0.4400,1.0000,22,50,0.8241,0.0000,0.9823,0.0000,6.4362,6.4352,1507.2862,3679.7849
3.0000,0.4000,sine,7,0.3000,0.9400,15,47,1.2848,0.0377,1.3766,0.1518,6.4449,6.4442,2111.7665,5754.7659
3.0000,0.4000,sine,10,0.1400,0.7400,7,37,2.0118,0.2319,1.9834,0.4212,6.4644,6.4644,2910.2933,9366.9633
3.0000,0.4000,sine,12,0.1200,0.6000,6,30,2.4710,0.4587,2.3763,0.6273,6.4814,6.4817,3326.3427,11995.2604
3.0000,0.4000,sine,15,0.1200,0.4000,6,20,3.0935,0.9212,2.7865,0.9503,6.5121,6.5128,3885.1522,15567.5569
3.0000,0.4000,sine,18,0.1000,0.2800,5,14,3.4436,1.4554,3.0470,1.3243,6.5484,6.5489,4704.3397,18797.9512
3.0000,0.4000,sine,20,0.1000,0.2400,5,12,3.5044,1.8188,3.2155,1.5860,6.5751,6.5752,5194.4300,20872.7566
3.0000,0.5000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4307,6.4299,348.8069,1140.9148
3.0000,0.5000,step,3,0.2000,1.0000,10,50,1.2675,0.0000,1.0502,0.0000,7.1883,7.1670,11837.4937,3188.7561
3.0000,0.5000,step,5,0.0600,1.0000,3,50,6.3132,0.0000,4.5900,0.0000,7.2207,7.1974,22348.5164,5152.5992
3.0000,0.5000,step,7,0.0000,1.0000,0,50,13.2124,0.0000,5.7861,0.0000,7.1508,7.1440,28018.6861,7830.9788
3.0000,0.5000,step,10,0.0400,1.0000,2,50,18.3895,0.0000,8.1703,0.0000,7.1206,7.1346,31654.3057,14017.1100
3.0000,0.5000,step,12,0.0400,1.0000,2,50,16.9839,0.0000,9.0899,0.0000,7.1344,7.1519,32505.7168,18937.9541
3.0000,0.5000,step,15,0.0000,1.0000,0,50,17.0798,0.0000,8.4621,0.0000,7.1057,7.1291,25018.4871,27747.6991
3.0000,0.5000,step,18,0.0000,0.9000,0,45,17.9976,0.0586,7.3905,0.1762,7.1100,7.1416,19686.4244,37844.1458
3.0000,0.5000,step,20,0.0000,0.6600,0,33,13.7515,0.4080,6.8504,0.5974,7.1048,7.1304,18383.3197,46049.5885
3.0000,0.5000,sine,3,0.6000,1.0000,30,50,0.4087,0.0000,0.6244,0.0000,6.4314,6.4301,730.9802,2092.6707
3.0000,0.5000,sine,5,0.4000,1.0000,20,50,0.8572,0.0000,1.0656,0.0000,6.4364,6.4352,1152.6466,3679.7849
3.0000,0.5000,sine,7,0.2800,0.9400,14,47,1.3154,0.0377,1.4945,0.1518,6.4451,6.4442,1575.4461,5754.7659
3.0000,0.5000,sine,10,0.2200,0.7400,11,37,1.9829,0.2319,2.1778,0.4212,6.4646,6.4644,2153.0283,9366.9633
3.0000,0.5000,sine,12,0.1200,0.6000,6,30,2.4616,0.4587,2.5541,0.6273,6.4817,6.4817,2472.2133,11995.2604
3.0000,0.5000,sine,15,0.1000,0.4000,5,20,3.0903,0.9212,2.9971,0.9503,6.5125,6.5128,2850.3504,15567.5569
3.0000,0.5000,sine,18,0.0800,0.2800,4,14,3.5439,1.4554,3.2179,1.3243,6.5486,6.5489,3379.6214,18797.9512
3.0000,0.5000,sine,20,0.0600,0.2400,3,12,3.6282,1.8188,3.3490,1.5860,6.5753,6.5752,3784.0903,20872.7566
3.0000,0.7000,none,-,0.8000,1.0000,40,50,0.1616,0.0000,0.3306,0.0000,6.4314,6.4299,462.2449,1140.9148
3.0000,0.7000,step,3,0.0600,1.0000,3,50,3.9503,0.0000,2.5685,0.0000,7.1902,7.1670,15110.3591,3188.7561
3.0000,0.7000,step,5,0.1000,1.0000,5,50,9.5440,0.0000,8.3611,0.0000,7.2228,7.1974,27913.4197,5152.5992
3.0000,0.7000,step,7,0.0200,1.0000,1,50,17.7947,0.0000,9.0394,0.0000,7.1437,7.1440,26227.3172,7830.9788
3.0000,0.7000,step,10,0.0000,1.0000,0,50,22.0089,0.0000,10.1512,0.0000,7.1099,7.1346,23541.4678,14017.1100
3.0000,0.7000,step,12,0.0000,1.0000,0,50,20.2500,0.0000,8.5438,0.0000,7.1254,7.1519,22309.4405,18937.9541
3.0000,0.7000,step,15,0.0000,1.0000,0,50,17.9918,0.0000,8.0624,0.0000,7.1005,7.1291,15561.3786,27747.6991
3.0000,0.7000,step,18,0.0000,0.9000,0,45,17.1683,0.0586,7.1750,0.1762,7.1090,7.1416,11889.3034,37844.1458
3.0000,0.7000,step,20,0.0000,0.6600,0,33,12.6986,0.4080,6.5916,0.5974,7.1054,7.1304,11412.8377,46049.5885
3.0000,0.7000,sine,3,0.5400,1.0000,27,50,0.4747,0.0000,0.6359,0.0000,6.4320,6.4301,668.8150,2092.6707
3.0000,0.7000,sine,5,0.4200,1.0000,21,50,0.8270,0.0000,1.0690,0.0000,6.4370,6.4352,947.4439,3679.7849
3.0000,0.7000,sine,7,0.3400,0.9400,17,47,1.1952,0.0377,1.5292,0.1518,6.4458,6.4442,1216.6087,5754.7659
3.0000,0.7000,sine,10,0.2200,0.7400,11,37,1.8058,0.2319,2.1699,0.4212,6.4655,6.4644,1584.7845,9366.9633
3.0000,0.7000,sine,12,0.1800,0.6000,9,30,2.2173,0.4587,2.5641,0.6273,6.4828,6.4817,1780.1182,11995.2604
3.0000,0.7000,sine,15,0.1400,0.4000,7,20,2.8780,0.9212,3.0393,0.9503,6.5135,6.5128,2017.4323,15567.5569
3.0000,0.7000,sine,18,0.1000,0.2800,5,14,3.4167,1.4554,3.3307,1.3243,6.5496,6.5489,2289.0844,18797.9512
3.0000,0.7000,sine,20,0.0600,0.2400,3,12,3.6026,1.8188,3.4636,1.5860,6.5763,6.5752,2533.5455,20872.7566
3.5000,0.0500,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4288,6.4299,240.2322,1140.9148
3.5000,0.0500,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1769,7.1670,4099.6999,3188.7561
3.5000,0.0500,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2138,7.1974,9830.9917,5152.5992
3.5000,0.0500,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1577,7.1440,16881.7360,7830.9788
3.5000,0.0500,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1436,7.1346,27025.4677,14017.1100
3.5000,0.0500,step,12,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1587,7.1519,33315.1538,18937.9541
3.5000,0.0500,step,15,0.7800,1.0000,39,50,0.1765,0.0000,0.3365,0.0000,7.1342,7.1291,45218.1873,27747.6991
3.5000,0.0500,step,18,0.7400,0.9000,37,45,0.3669,0.0586,0.6554,0.1762,7.1447,7.1416,53547.0571,37844.1458
3.5000,0.0500,step,20,0.2400,0.6600,12,33,1.1277,0.4080,0.9665,0.5974,7.1324,7.1304,60706.1375,46049.5885
3.5000,0.0500,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4295,6.4301,2168.1004,2092.6707
3.5000,0.0500,sine,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4349,6.4352,4589.5590,3679.7849
3.5000,0.0500,sine,7,1.0000,0.9400,50,47,0.0000,0.0377,0.0000,0.1518,6.4441,6.4442,7369.3364,5754.7659
3.5000,0.0500,sine,10,0.9800,0.7400,49,37,0.0108,0.2319,0.0759,0.4212,6.4646,6.4644,11753.5529,9366.9633
3.5000,0.0500,sine,12,0.8400,0.6000,42,30,0.1023,0.4587,0.2361,0.6273,6.4822,6.4817,14552.5247,11995.2604
3.5000,0.0500,sine,15,0.6200,0.4000,31,20,0.2960,0.9212,0.3940,0.9503,6.5139,6.5128,18425.8696,15567.5569
3.5000,0.0500,sine,18,0.4200,0.2800,21,14,0.5653,1.4554,0.5455,1.3243,6.5504,6.5489,22023.5158,18797.9512
3.5000,0.0500,sine,20,0.3400,0.2400,17,12,0.7178,1.8188,0.6318,1.5860,6.5771,6.5752,24057.6425,20872.7566
3.5000,0.1000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4289,6.4299,243.4462,1140.9148
3.5000,0.1000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1778,7.1670,4313.3868,3188.7561
3.5000,0.1000,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2150,7.1974,11277.6727,5152.5992
3.5000,0.1000,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1596,7.1440,20281.3505,7830.9788
3.5000,0.1000,step,10,0.8200,1.0000,41,50,0.1330,0.0000,0.2901,0.0000,7.1459,7.1346,32986.7784,14017.1100
3.5000,0.1000,step,12,0.5800,1.0000,29,50,0.5081,0.0000,0.6465,0.0000,7.1609,7.1519,40324.5826,18937.9541
3.5000,0.1000,step,15,0.0200,1.0000,1,50,2.1098,0.0000,1.0013,0.0000,7.1346,7.1291,51243.3024,27747.6991
3.5000,0.1000,step,18,0.0000,0.9000,0,45,3.3349,0.0586,1.4085,0.1762,7.1432,7.1416,60039.7675,37844.1458
3.5000,0.1000,step,20,0.0000,0.6600,0,33,5.2309,0.4080,1.8581,0.5974,7.1284,7.1304,63031.5560,46049.5885
3.5000,0.1000,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4298,6.4301,2588.7964,2092.6707
3.5000,0.1000,sine,5,0.9400,1.0000,47,50,0.0340,0.0000,0.1349,0.0000,6.4353,6.4352,5296.8123,3679.7849
3.5000,0.1000,sine,7,0.5800,0.9400,29,47,0.2896,0.0377,0.3506,0.1518,6.4444,6.4442,8391.8092,5754.7659
3.5000,0.1000,sine,10,0.3400,0.7400,17,37,0.6721,0.2319,0.5431,0.4212,6.4646,6.4644,12444.7295,9366.9633
3.5000,0.1000,sine,12,0.2400,0.6000,12,30,0.9547,0.4587,0.6683,0.6273,6.4820,6.4817,14488.6043,11995.2604
3.5000,0.1000,sine,15,0.1200,0.4000,6,20,1.4058,0.9212,0.8430,0.9503,6.5132,6.5128,17254.2091,15567.5569
3.5000,0.1000,sine,18,0.0800,0.2800,4,14,1.8106,1.4554,1.0756,1.3243,6.5493,6.5489,20029.0471,18797.9512
3.5000,0.1000,sine,20,0.0600,0.2400,3,12,2.0977,1.8188,1.2109,1.5860,6.5757,6.5752,21302.2446,20872.7566
3.5000,0.1500,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4290,6.4299,246.9017,1140.9148
3.5000,0.1500,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1788,7.1670,4571.2272,3188.7561
3.5000,0.1500,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2166,7.1974,13042.9785,5152.5992
3.5000,0.1500,step,7,0.7000,1.0000,35,50,0.1992,0.0000,0.3089,0.0000,7.1617,7.1440,24019.9581,7830.9788
3.5000,0.1500,step,10,0.3800,1.0000,19,50,1.0800,0.0000,0.9690,0.0000,7.1476,7.1346,38759.4543,14017.1100
3.5000,0.1500,step,12,0.0600,1.0000,3,50,2.2552,0.0000,1.4035,0.0000,7.1614,7.1519,46622.3351,18937.9541
3.5000,0.1500,step,15,0.0000,1.0000,0,50,5.4817,0.0000,2.1350,0.0000,7.1312,7.1291,52522.7549,27747.6991
3.5000,0.1500,step,18,0.0400,0.9000,2,45,6.9570,0.0586,3.7861,0.1762,7.1389,7.1416,60812.6706,37844.1458
3.5000,0.1500,step,20,0.0000,0.6600,0,33,10.2615,0.4080,3.5281,0.5974,7.1207,7.1304,58178.8199,46049.5885
3.5000,0.1500,sine,3,0.9400,1.0000,47,50,0.0309,0.0000,0.1224,0.0000,6.4300,6.4301,2466.3897,2092.6707
3.5000,0.1500,sine,5,0.5600,1.0000,28,50,0.3267,0.0000,0.3898,0.0000,6.4355,6.4352,4584.5246,3679.7849
3.5000,0.1500,sine,7,0.2200,0.9400,11,47,0.7676,0.0377,0.5066,0.1518,6.4443,6.4442,6798.3780,5754.7659
3.5000,0.1500,sine,10,0.1200,0.7400,6,37,1.3324,0.2319,0.8037,0.4212,6.4641,6.4644,9986.4437,9366.9633
3.5000,0.1500,sine,12,0.1600,0.6000,8,30,1.6514,0.4587,1.1180,0.6273,6.4812,6.4817,12076.8963,11995.2604
3.5000,0.1500,sine,15,0.0800,0.4000,4,20,2.2223,0.9212,1.4534,0.9503,6.5121,6.5128,14041.0851,15567.5569
3.5000,0.1500,sine,18,0.0400,0.2800,2,14,2.7589,1.4554,1.6928,1.3243,6.5481,6.5489,15793.1142,18797.9512
3.5000,0.1500,sine,20,0.0800,0.2400,4,12,2.9479,1.8188,1.9394,1.5860,6.5746,6.5752,17073.4378,20872.7566
3.5000,0.2000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4291,6.4299,250.6211,1140.9148
3.5000,0.2000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1798,7.1670,4882.5477,3188.7561
3.5000,0.2000,step,5,0.8200,1.0000,41,50,0.1022,0.0000,0.2191,0.0000,7.2185,7.1974,14978.8356,5152.5992
3.5000,0.2000,step,7,0.4200,1.0000,21,50,0.8182,0.0000,0.7657,0.0000,7.1634,7.1440,27747.7193,7830.9788
3.5000,0.2000,step,10,0.0400,1.0000,2,50,2.9761,0.0000,1.7071,0.0000,7.1474,7.1346,43486.3290,14017.1100
3.5000,0.2000,step,12,0.0200,1.0000,1,50,5.3789,0.0000,2.2625,0.0000,7.1586,7.1519,48860.2138,18937.9541
3.5000,0.2000,step,15,0.0000,1.0000,0,50,8.7239,0.0000,4.0228,0.0000,7.1271,7.1291,53010.5861,27747.6991
3.5000,0.2000,step,18,0.0200,0.9000,1,45,10.9530,0.0586,5.3142,0.1762,7.1331,7.1416,57927.3576,37844.1458
3.5000,0.2000,step,20,0.0000,0.6600,0,33,14.2980,0.4080,4.5231,0.5974,7.1124,7.1304,50278.8860,46049.5885
3.5000,0.2000,sine,3,0.7600,1.0000,38,50,0.1570,0.0000,0.2892,0.0000,6.4302,6.4301,2120.1767,2092.6707
3.5000,0.2000,sine,5,0.4400,1.0000,22,50,0.5661,0.0000,0.5710,0.0000,6.4353,6.4352,3726.2263,3679.7849
3.5000,0.2000,sine,7,0.2400,0.9400,12,47,1.0261,0.0377,0.8082,0.1518,6.4440,6.4442,5354.5346,5754.7659
3.5000,0.2000,sine,10,0.0800,0.7400,4,37,1.7758,0.2319,1.1614,0.4212,6.4636,6.4644,7755.1037,9366.9633
3.5000,0.2000,sine,12,0.0600,0.6000,3,30,2.2125,0.4587,1.4501,0.6273,6.4807,6.4817,9226.2818,11995.2604
3.5000,0.2000,sine,15,0.1000,0.4000,5,20,2.6859,0.9212,1.9523,0.9503,6.5115,6.5128,11233.4968,15567.5569
3.5000,0.2000,sine,18,0.0400,0.2800,2,14,3.2372,1.4554,2.2652,1.3243,6.5475,6.5489,12421.1596,18797.9512
3.5000,0.2000,sine,20,0.0400,0.2400,2,12,3.5211,1.8188,2.3738,1.5860,6.5738,6.5752,13215.0812,20872.7566
3.5000,0.3000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4294,6.4299,259.1360,1140.9148
3.5000,0.3000,step,3,0.9000,1.0000,45,50,0.0596,0.0000,0.1793,0.0000,7.1821,7.1670,5749.6869,3188.7561
3.5000,0.3000,step,5,0.2000,1.0000,10,50,1.1168,0.0000,0.7841,0.0000,7.2214,7.1974,18712.4442,5152.5992
3.5000,0.3000,step,7,0.0200,1.0000,1,50,3.8404,0.0000,1.8038,0.0000,7.1639,7.1440,31984.5200,7830.9788
3.5000,0.3000,step,10,0.0000,1.0000,0,50,9.2034,0.0000,3.4115,0.0000,7.1415,7.1346,45313.7637,14017.1100
3.5000,0.3000,step,12,0.0000,1.0000,0,50,12.5066,0.0000,5.1483,0.0000,7.1482,7.1519,46854.1342,18937.9541
3.5000,0.3000,step,15,0.0000,1.0000,0,50,14.6512,0.0000,6.1566,0.0000,7.1176,7.1291,46608.0174,27747.6991
3.5000,0.3000,step,18,0.0000,0.9000,0,45,17.6774,0.0586,6.7925,0.1762,7.1191,7.1416,43567.0347,37844.1458
3.5000,0.3000,step,20,0.0000,0.6600,0,33,16.4551,0.4080,7.7305,0.5974,7.1048,7.1304,38306.8722,46049.5885
3.5000,0.3000,sine,3,0.6200,1.0000,31,50,0.3332,0.0000,0.4697,0.0000,6.4303,6.4301,1531.7067,2092.6707
3.5000,0.3000,sine,5,0.4600,1.0000,23,50,0.7336,0.0000,0.8676,0.0000,6.4353,6.4352,2696.4223,3679.7849
3.5000,0.3000,sine,7,0.2600,0.9400,13,47,1.2351,0.0377,1.2257,0.1518,6.4439,6.4442,3839.3383,5754.7659
3.5000,0.3000,sine,10,0.1200,0.7400,6,37,2.0608,0.2319,1.8008,0.4212,6.4633,6.4644,5088.0122,9366.9633
3.5000,0.3000,sine,12,0.0600,0.6000,3,30,2.6075,0.4587,2.1467,0.6273,6.4802,6.4817,5794.2942,11995.2604
3.5000,0.3000,sine,15,0.0600,0.4000,3,20,3.2601,0.9212,2.5733,0.9503,6.5108,6.5128,6929.0561,15567.5569
3.5000,0.3000,sine,18,0.0800,0.2800,4,14,3.6179,1.4554,2.9488,1.3243,6.5470,6.5489,8225.3765,18797.9512
3.5000,0.3000,sine,20,0.0600,0.2400,3,12,3.7707,1.8188,3.1249,1.5860,6.5735,6.5752,8855.3134,20872.7566
3.5000,0.4000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4296,6.4299,270.2214,1140.9148
3.5000,0.4000,step,3,0.8200,1.0000,41,50,0.1945,0.0000,0.4273,0.0000,7.1847,7.1670,7079.5508,3188.7561
3.5000,0.4000,step,5,0.0200,1.0000,1,50,3.1380,0.0000,1.5067,0.0000,7.2225,7.1974,20985.9574,5152.5992
3.5000,0.4000,step,7,0.0200,1.0000,1,50,8.4432,0.0000,3.5584,0.0000,7.1605,7.1440,33098.0985,7830.9788
3.5000,0.4000,step,10,0.0400,1.0000,2,50,15.2711,0.0000,7.1347,0.0000,7.1322,7.1346,42577.0126,14017.1100
3.5000,0.4000,step,12,0.0200,1.0000,1,50,17.2372,0.0000,8.0608,0.0000,7.1390,7.1519,42703.4603,18937.9541
3.5000,0.4000,step,15,0.0000,1.0000,0,50,18.1570,0.0000,8.1887,0.0000,7.1093,7.1291,37622.1797,27747.6991
3.5000,0.4000,step,18,0.0000,0.9000,0,45,20.5215,0.0586,7.4146,0.1762,7.1100,7.1416,31355.6279,37844.1458
3.5000,0.4000,step,20,0.0000,0.6600,0,33,16.5804,0.4080,7.9165,0.5974,7.1023,7.1304,28782.3809,46049.5885
3.5000,0.4000,sine,3,0.5600,1.0000,28,50,0.4422,0.0000,0.5869,0.0000,6.4304,6.4301,1110.1182,2092.6707
3.5000,0.4000,sine,5,0.4800,1.0000,24,50,0.8609,0.0000,1.0483,0.0000,6.4354,6.4352,1886.3808,3679.7849
3.5000,0.4000,sine,7,0.3000,0.9400,15,47,1.3877,0.0377,1.4825,0.1518,6.4440,6.4442,2626.7561,5754.7659
3.5000,0.4000,sine,10,0.1200,0.7400,6,37,2.2037,0.2319,2.1657,0.4212,6.4633,6.4644,3612.5145,9366.9633
3.5000,0.4000,sine,12,0.1400,0.6000,7,30,2.7156,0.4587,2.6057,0.6273,6.4801,6.4817,4056.8604,11995.2604
3.5000,0.4000,sine,15,0.1000,0.4000,5,20,3.4317,0.9212,3.0330,0.9503,6.5106,6.5128,4665.2447,15567.5569
3.5000,0.4000,sine,18,0.1200,0.2800,6,14,3.7659,1.4554,3.3762,1.3243,6.5469,6.5489,5670.9471,18797.9512
3.5000,0.4000,sine,20,0.0400,0.2400,2,12,3.9071,1.8188,3.4887,1.5860,6.5735,6.5752,6142.3265,20872.7566
3.5000,0.5000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4299,6.4299,289.5887,1140.9148
3.5000,0.5000,step,3,0.3400,1.0000,17,50,0.7083,0.0000,0.6673,0.0000,7.1871,7.1670,8978.2293,3188.7561
3.5000,0.5000,step,5,0.0200,1.0000,1,50,5.8706,0.0000,2.7797,0.0000,7.2220,7.1974,22261.3185,5152.5992
3.5000,0.5000,step,7,0.0000,1.0000,0,50,13.4630,0.0000,5.3439,0.0000,7.1547,7.1440,32043.6248,7830.9788
3.5000,0.5000,step,10,0.0200,1.0000,1,50,20.4284,0.0000,8.4669,0.0000,7.1218,7.1346,37537.3723,14017.1100
3.5000,0.5000,step,12,0.0200,1.0000,1,50,19.4705,0.0000,10.4218,0.0000,7.1333,7.1519,38457.0267,18937.9541
3.5000,0.5000,step,15,0.0000,1.0000,0,50,19.7207,0.0000,9.5036,0.0000,7.1035,7.1291,29921.5757,27747.6991
3.5000,0.5000,step,18,0.0000,0.9000,0,45,20.6937,0.0586,8.4405,0.1762,7.1064,7.1416,23575.3397,37844.1458
3.5000,0.5000,step,20,0.0000,0.6600,0,33,16.0543,0.4080,7.6697,0.5974,7.1017,7.1304,21965.7066,46049.5885
3.5000,0.5000,sine,3,0.5600,1.0000,28,50,0.4822,0.0000,0.6789,0.0000,6.4306,6.4301,854.0154,2092.6707
3.5000,0.5000,sine,5,0.4400,1.0000,22,50,0.9321,0.0000,1.1898,0.0000,6.4355,6.4352,1391.1698,3679.7849
3.5000,0.5000,sine,7,0.2600,0.9400,13,47,1.4776,0.0377,1.6906,0.1518,6.4441,6.4442,1913.7703,5754.7659
3.5000,0.5000,sine,10,0.1400,0.7400,7,37,2.2562,0.2319,2.4372,0.4212,6.4635,6.4644,2614.7851,9366.9633
