N,tau,maneuver,max_g,png_hit_rate,ppo_hit_rate,png_n_hits,ppo_n_hits,png_miss_mean,ppo_miss_mean,png_miss_std,ppo_miss_std,png_time_mean,ppo_time_mean,png_energy_mean,ppo_energy_mean
4.5000,0.1500,step,15,0.0000,1.0000,0,50,3.4908,0.0000,1.3278,0.0000,7.1383,7.1291,64451.1229,27747.6991
4.5000,0.1500,step,18,0.0000,0.9000,0,45,6.6038,0.0586,2.5119,0.1762,7.1439,7.1416,74840.2723,37844.1458
4.5000,0.1500,step,20,0.0000,0.6600,0,33,10.0734,0.4080,3.4622,0.5974,7.1262,7.1304,76459.9338,46049.5885
4.5000,0.1500,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4292,6.4301,2938.7333,2092.6707
4.5000,0.1500,sine,5,0.5600,1.0000,28,50,0.3190,0.0000,0.3747,0.0000,6.4346,6.4352,5916.6253,3679.7849
4.5000,0.1500,sine,7,0.3600,0.9400,18,47,0.6677,0.0377,0.5602,0.1518,6.4436,6.4442,9082.0959,5754.7659
4.5000,0.1500,sine,10,0.1200,0.7400,6,37,1.3762,0.2319,0.8182,0.4212,6.4633,6.4644,13089.5903,9366.9633
4.5000,0.1500,sine,12,0.1200,0.6000,6,30,1.8374,0.4587,1.1316,0.6273,6.4802,6.4817,15280.6961,11995.2604
4.5000,0.1500,sine,15,0.0800,0.4000,4,20,2.5821,0.9212,1.5171,0.9503,6.5109,6.5128,18004.8809,15567.5569
4.5000,0.1500,sine,18,0.0000,0.2800,0,14,3.2620,1.4554,1.8675,1.3243,6.5467,6.5489,20561.9635,18797.9512
4.5000,0.1500,sine,20,0.0200,0.2400,1,12,3.5518,1.8188,2.1906,1.5860,6.5730,6.5752,22260.2291,20872.7566
4.5000,0.2000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4283,6.4299,264.7799,1140.9148
4.5000,0.2000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1783,7.1670,4115.0629,3188.7561
4.5000,0.2000,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2189,7.1974,11137.8407,5152.5992
4.5000,0.2000,step,7,0.9800,1.0000,49,50,0.0115,0.0000,0.0803,0.0000,7.1661,7.1440,22700.6629,7830.9788
4.5000,0.2000,step,10,0.2800,1.0000,14,50,1.0231,0.0000,0.8020,0.0000,7.1537,7.1346,43438.2785,14017.1100
4.5000,0.2000,step,12,0.0400,1.0000,2,50,2.8530,0.0000,1.5793,0.0000,7.1670,7.1519,56182.5510,18937.9541
4.5000,0.2000,step,15,0.0000,1.0000,0,50,8.3522,0.0000,3.0509,0.0000,7.1329,7.1291,65550.5120,27747.6991
4.5000,0.2000,step,18,0.0600,0.9000,3,45,10.8951,0.0586,6.5957,0.1762,7.1388,7.1416,75212.6053,37844.1458
4.5000,0.2000,step,20,0.0000,0.6600,0,33,16.2264,0.4080,4.8642,0.5974,7.1149,7.1304,67424.6562,46049.5885
4.5000,0.2000,sine,3,0.8200,1.0000,41,50,0.1172,0.0000,0.2521,0.0000,6.4294,6.4301,2694.8990,2092.6707
4.5000,0.2000,sine,5,0.3200,1.0000,16,50,0.6137,0.0000,0.4975,0.0000,6.4346,6.4352,4920.5518,3679.7849
4.5000,0.2000,sine,7,0.1000,0.9400,5,47,1.1897,0.0377,0.6772,0.1518,6.4431,6.4442,7088.0420,5754.7659
4.5000,0.2000,sine,10,0.1000,0.7400,5,37,1.9772,0.2319,1.2177,0.4212,6.4625,6.4644,10371.5027,9366.9633
4.5000,0.2000,sine,12,0.1200,0.6000,6,30,2.4876,0.4587,1.6474,0.6273,6.4794,6.4817,12426.3018,11995.2604
4.5000,0.2000,sine,15,0.1200,0.4000,6,20,3.1132,0.9212,2.3165,0.9503,6.5101,6.5128,14897.0377,15567.5569
4.5000,0.2000,sine,18,0.0000,0.2800,0,14,3.9953,1.4554,2.5830,1.3243,6.5456,6.5489,16290.5646,18797.9512
4.5000,0.2000,sine,20,0.0200,0.2400,1,12,4.3884,1.8188,2.8068,1.5860,6.5717,6.5752,17401.2537,20872.7566
4.5000,0.3000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4285,6.4299,273.5094,1140.9148
4.5000,0.3000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1802,7.1670,4549.9418,3188.7561
4.5000,0.3000,step,5,0.8800,1.0000,44,50,0.0809,0.0000,0.2228,0.0000,7.2224,7.1974,14353.7579,5152.5992
4.5000,0.3000,step,7,0.1800,1.0000,9,50,1.0002,0.0000,0.6916,0.0000,7.1706,7.1440,31737.9926,7830.9788
4.5000,0.3000,step,10,0.0000,1.0000,0,50,6.2443,0.0000,3.0568,0.0000,7.1521,7.1346,54388.7294,14017.1100
4.5000,0.3000,step,12,0.0000,1.0000,0,50,12.5913,0.0000,4.2500,0.0000,7.1558,7.1519,58814.2276,18937.9541
4.5000,0.3000,step,15,0.0000,1.0000,0,50,16.6542,0.0000,7.1895,0.0000,7.1215,7.1291,61361.2333,27747.6991
4.5000,0.3000,step,18,0.0200,0.9000,1,45,20.8834,0.0586,8.4844,0.1762,7.1200,7.1416,58280.3057,37844.1458
4.5000,0.3000,step,20,0.0000,0.6600,0,33,20.1154,0.4080,9.7653,0.5974,7.1031,7.1304,51961.6361,46049.5885
4.5000,0.3000,sine,3,0.5600,1.0000,28,50,0.3535,0.0000,0.4394,0.0000,6.4294,6.4301,2053.0246,2092.6707
4.5000,0.3000,sine,5,0.4000,1.0000,20,50,0.8412,0.0000,0.8640,0.0000,6.4343,6.4352,3466.8795,3679.7849
4.5000,0.3000,sine,7,0.1800,0.9400,9,47,1.5146,0.0377,1.2748,0.1518,6.4427,6.4442,4805.0155,5754.7659
4.5000,0.3000,sine,10,0.0400,0.7400,2,37,2.5562,0.2319,1.9317,0.4212,6.4617,6.4644,6656.4680,9366.9633
4.5000,0.3000,sine,12,0.0200,0.6000,1,30,3.2254,0.4587,2.3115,0.6273,6.4784,6.4817,7724.7628,11995.2604
4.5000,0.3000,sine,15,0.0200,0.4000,1,20,4.0416,0.9212,2.9076,0.9503,6.5087,6.5128,9148.7492,15567.5569
4.5000,0.3000,sine,18,0.0400,0.2800,2,14,4.4455,1.4554,3.4545,1.3243,6.5448,6.5489,10664.9455,18797.9512
4.5000,0.3000,sine,20,0.0400,0.2400,2,12,4.6996,1.8188,3.7318,1.5860,6.5711,6.5752,11370.8164,20872.7566
4.5000,0.4000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4286,6.4299,287.1386,1140.9148
4.5000,0.4000,step,3,0.9200,1.0000,46,50,0.0633,0.0000,0.2163,0.0000,7.1822,7.1670,5152.1543,3188.7561
4.5000,0.4000,step,5,0.4200,1.0000,21,50,0.5840,0.0000,0.6381,0.0000,7.2263,7.1974,19055.4905,5152.5992
4.5000,0.4000,step,7,0.0400,1.0000,2,50,4.4869,0.0000,2.0403,0.0000,7.1710,7.1440,38162.1179,7830.9788
4.5000,0.4000,step,10,0.0000,1.0000,0,50,15.6513,0.0000,5.4778,0.0000,7.1406,7.1346,52876.1773,14017.1100
4.5000,0.4000,step,12,0.0000,1.0000,0,50,20.9364,0.0000,8.3561,0.0000,7.1412,7.1519,54684.7287,18937.9541
4.5000,0.4000,step,15,0.0000,1.0000,0,50,22.6237,0.0000,9.8818,0.0000,7.1092,7.1291,50567.1470,27747.6991
4.5000,0.4000,step,18,0.0000,0.9000,0,45,25.4656,0.0586,9.2821,0.1762,7.1063,7.1416,42450.3838,37844.1458
4.5000,0.4000,step,20,0.0000,0.6600,0,33,20.8296,0.4080,10.0833,0.5974,7.0984,7.1304,38919.4383,46049.5885
4.5000,0.4000,sine,3,0.6200,1.0000,31,50,0.4115,0.0000,0.6032,0.0000,6.4294,6.4301,1576.3400,2092.6707
4.5000,0.4000,sine,5,0.3800,1.0000,19,50,0.9383,0.0000,1.0807,0.0000,6.4344,6.4352,2680.4347,3679.7849
4.5000,0.4000,sine,7,0.2000,0.9400,10,47,1.5643,0.0377,1.5866,0.1518,6.4429,6.4442,3689.3278,5754.7659
4.5000,0.4000,sine,10,0.1400,0.7400,7,37,2.5745,0.2319,2.3953,0.4212,6.4617,6.4644,4864.3743,9366.9633
4.5000,0.4000,sine,12,0.0600,0.6000,3,30,3.2654,0.4587,2.8608,0.6273,6.4785,6.4817,5454.0301,11995.2604
4.5000,0.4000,sine,15,0.0200,0.4000,1,20,4.1357,0.9212,3.4363,0.9503,6.5087,6.5128,6340.8674,15567.5569
4.5000,0.4000,sine,18,0.0600,0.2800,3,14,4.5796,1.4554,3.9197,1.3243,6.5446,6.5489,7298.5072,18797.9512
4.5000,0.4000,sine,20,0.0400,0.2400,2,12,4.7258,1.8188,4.1126,1.5860,6.5712,6.5752,7918.6050,20872.7566
4.5000,0.5000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4289,6.4299,313.7652,1140.9148
4.5000,0.5000,step,3,0.8600,1.0000,43,50,0.1868,0.0000,0.4842,0.0000,7.1845,7.1670,5984.2220,3188.7561
4.5000,0.5000,step,5,0.0200,1.0000,1,50,2.4417,0.0000,1.2274,0.0000,7.2279,7.1974,23040.7854,5152.5992
4.5000,0.5000,step,7,0.0000,1.0000,0,50,10.9548,0.0000,3.7366,0.0000,7.1657,7.1440,39084.4156,7830.9788
4.5000,0.5000,step,10,0.0600,1.0000,3,50,22.8555,0.0000,10.5644,0.0000,7.1277,7.1346,49205.4377,14017.1100
4.5000,0.5000,step,12,0.0000,1.0000,0,50,24.8953,0.0000,12.4368,0.0000,7.1317,7.1519,49495.5748,18937.9541
4.5000,0.5000,step,15,0.0000,1.0000,0,50,25.4426,0.0000,12.3454,0.0000,7.0997,7.1291,40582.8886,27747.6991
4.5000,0.5000,step,18,0.0000,0.9000,0,45,25.8757,0.0586,11.1532,0.1762,7.1005,7.1416,31927.9141,37844.1458
4.5000,0.5000,step,20,0.0200,0.6600,1,33,20.4900,0.4080,9.6435,0.5974,7.0963,7.1304,29323.6777,46049.5885
4.5000,0.5000,sine,3,0.5600,1.0000,28,50,0.5124,0.0000,0.7133,0.0000,6.4296,6.4301,1219.0021,2092.6707
4.5000,0.5000,sine,5,0.4400,1.0000,22,50,1.0551,0.0000,1.3080,0.0000,6.4343,6.4352,1997.1210,3679.7849
4.5000,0.5000,sine,7,0.2400,0.9400,12,47,1.7118,0.0377,1.8892,0.1518,6.4428,6.4442,2726.8415,5754.7659
4.5000,0.5000,sine,10,0.1200,0.7400,6,37,2.6674,0.2319,2.7899,0.4212,6.4618,6.4644,3703.4658,9366.9633
4.5000,0.5000,sine,12,0.0800,0.6000,4,30,3.3177,0.4587,3.2940,0.6273,6.4785,6.4817,4133.7536,11995.2604
4.5000,0.5000,sine,15,0.0600,0.4000,3,20,4.1995,0.9212,3.7930,0.9503,6.5087,6.5128,4582.7781,15567.5569
4.5000,0.5000,sine,18,0.0800,0.2800,4,14,4.6870,1.4554,4.1157,1.3243,6.5446,6.5489,5301.7562,18797.9512
4.5000,0.5000,sine,20,0.0600,0.2400,3,12,4.7156,1.8188,4.3311,1.5860,6.5713,6.5752,5879.9993,20872.7566
4.5000,0.7000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4294,6.4299,382.0965,1140.9148
4.5000,0.7000,step,3,0.0800,1.0000,4,50,1.1619,0.0000,0.8161,0.0000,7.1889,7.1670,9009.7041,3188.7561
4.5000,0.7000,step,5,0.0200,1.0000,1,50,9.5614,0.0000,3.5801,0.0000,7.2248,7.1974,26024.4473,5152.5992
4.5000,0.7000,step,7,0.0200,1.0000,1,50,23.8897,0.0000,8.8680,0.0000,7.1473,7.1440,35814.0394,7830.9788
4.5000,0.7000,step,10,0.0200,1.0000,1,50,32.0325,0.0000,12.8181,0.0000,7.1051,7.1346,38448.9995,14017.1100
4.5000,0.7000,step,12,0.0000,1.0000,0,50,29.0224,0.0000,13.1285,0.0000,7.1193,7.1519,36914.5738,18937.9541
4.5000,0.7000,step,15,0.0000,1.0000,0,50,27.6241,0.0000,11.0898,0.0000,7.0880,7.1291,25541.8775,27747.6991
4.5000,0.7000,step,18,0.0200,0.9000,1,45,24.4577,0.0586,10.8638,0.1762,7.0978,7.1416,19173.5574,37844.1458
4.5000,0.7000,step,20,0.0000,0.6600,0,33,18.6490,0.4080,9.5106,0.5974,7.0964,7.1304,18099.4958,46049.5885
4.5000,0.7000,sine,3,0.5200,1.0000,26,50,0.6263,0.0000,0.9277,0.0000,6.4300,6.4301,846.7880,2092.6707
4.5000,0.7000,sine,5,0.3600,1.0000,18,50,1.2121,0.0000,1.6423,0.0000,6.4347,6.4352,1292.1609,3679.7849
4.5000,0.7000,sine,7,0.2000,0.9400,10,47,1.8671,0.0377,2.3558,0.1518,6.4429,6.4442,1716.5066,5754.7659
4.5000,0.7000,sine,10,0.1200,0.7400,6,37,2.7649,0.2319,3.3638,0.4212,6.4621,6.4644,2379.9273,9366.9633
4.5000,0.7000,sine,12,0.1400,0.6000,7,30,3.3056,0.4587,3.9605,0.6273,6.4788,6.4817,2771.7509,11995.2604
4.5000,0.7000,sine,15,0.0400,0.4000,2,20,4.1438,0.9212,4.5279,0.9503,6.5092,6.5128,3109.8201,15567.5569
4.5000,0.7000,sine,18,0.0400,0.2800,2,14,4.7223,1.4554,4.7134,1.3243,6.5451,6.5489,3432.7389,18797.9512
4.5000,0.7000,sine,20,0.0600,0.2400,3,12,4.8746,1.8188,4.7417,1.5860,6.5715,6.5752,3712.8641,20872.7566
5.0000,0.0500,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4277,6.4299,265.8448,1140.9148
5.0000,0.0500,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1754,7.1670,3545.0606,3188.7561
5.0000,0.0500,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2152,7.1974,8523.0085,5152.5992
5.0000,0.0500,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1611,7.1440,14685.2230,7830.9788
5.0000,0.0500,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1476,7.1346,24896.1978,14017.1100
5.0000,0.0500,step,12,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1627,7.1519,32097.0382,18937.9541
5.0000,0.0500,step,15,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1376,7.1291,43894.7304,27747.6991
5.0000,0.0500,step,18,1.0000,0.9000,50,45,0.0000,0.0586,0.0000,0.1762,7.1480,7.1416,56806.6580,37844.1458
5.0000,0.0500,step,20,0.9400,0.6600,47,33,0.0305,0.4080,0.1206,0.5974,7.1361,7.1304,67721.3226,46049.5885
5.0000,0.0500,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4285,6.4301,1926.2850,2092.6707
5.0000,0.0500,sine,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4337,6.4352,4142.1853,3679.7849
5.0000,0.0500,sine,7,1.0000,0.9400,50,47,0.0000,0.0377,0.0000,0.1518,6.4429,6.4442,7056.8456,5754.7659
5.0000,0.0500,sine,10,1.0000,0.7400,50,37,0.0000,0.2319,0.0000,0.4212,6.4633,6.4644,12311.7529,9366.9633
5.0000,0.0500,sine,12,0.9200,0.6000,46,30,0.0466,0.4587,0.1588,0.6273,6.4810,6.4817,16014.9611,11995.2604
5.0000,0.0500,sine,15,0.8000,0.4000,40,20,0.1444,0.9212,0.2999,0.9503,6.5127,6.5128,21895.6533,15567.5569
5.0000,0.0500,sine,18,0.6200,0.2800,31,14,0.3229,1.4554,0.4457,1.3243,6.5494,6.5489,27233.3563,18797.9512
5.0000,0.0500,sine,20,0.6000,0.2400,30,12,0.4238,1.8188,0.5669,1.5860,6.5760,6.5752,30716.3574,20872.7566
5.0000,0.1000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4278,6.4299,269.3329,1140.9148
5.0000,0.1000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1762,7.1670,3663.9484,3188.7561
5.0000,0.1000,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2164,7.1974,9009.0946,5152.5992
5.0000,0.1000,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1628,7.1440,16052.4627,7830.9788
5.0000,0.1000,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1499,7.1346,28597.6884,14017.1100
5.0000,0.1000,step,12,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1652,7.1519,38389.0137,18937.9541
5.0000,0.1000,step,15,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1406,7.1291,56290.6046,27747.6991
5.0000,0.1000,step,18,0.4200,0.9000,21,45,0.7564,0.0586,0.8064,0.1762,7.1509,7.1416,73203.0407,37844.1458
5.0000,0.1000,step,20,0.0600,0.6600,3,33,2.4152,0.4080,1.4116,0.5974,7.1374,7.1304,84881.5751,46049.5885
5.0000,0.1000,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4286,6.4301,2981.7675,2092.6707
5.0000,0.1000,sine,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4342,6.4352,6154.6651,3679.7849
5.0000,0.1000,sine,7,0.7200,0.9400,36,47,0.1857,0.0377,0.3055,0.1518,6.4435,6.4442,9522.2124,5754.7659
5.0000,0.1000,sine,10,0.2400,0.7400,12,37,0.7019,0.2319,0.4679,0.4212,6.4635,6.4644,14972.8104,9366.9633
5.0000,0.1000,sine,12,0.2000,0.6000,10,30,0.9425,0.4587,0.6115,0.6273,6.4809,6.4817,18777.0487,11995.2604
5.0000,0.1000,sine,15,0.1800,0.4000,9,20,1.3447,0.9212,0.9027,0.9503,6.5121,6.5128,24025.9296,15567.5569
5.0000,0.1000,sine,18,0.1000,0.2800,5,14,1.8415,1.4554,1.1987,1.3243,6.5483,6.5489,28341.4935,18797.9512
5.0000,0.1000,sine,20,0.1200,0.2400,6,12,2.1530,1.8188,1.4522,1.5860,6.5746,6.5752,30690.5379,20872.7566
5.0000,0.1500,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4279,6.4299,273.0677,1140.9148
5.0000,0.1500,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1770,7.1670,3792.0840,3188.7561
5.0000,0.1500,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2178,7.1974,9590.7519,5152.5992
5.0000,0.1500,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1648,7.1440,17878.4023,7830.9788
5.0000,0.1500,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1527,7.1346,34112.9132,14017.1100
5.0000,0.1500,step,12,0.8800,1.0000,44,50,0.0965,0.0000,0.2635,0.0000,7.1684,7.1519,47236.6071,18937.9541
5.0000,0.1500,step,15,0.1000,1.0000,5,50,2.0819,0.0000,1.1489,0.0000,7.1420,7.1291,69268.8537,27747.6991
5.0000,0.1500,step,18,0.0000,0.9000,0,45,5.8452,0.0586,2.0074,0.1762,7.1471,7.1416,81551.9961,37844.1458
5.0000,0.1500,step,20,0.0400,0.6600,2,33,9.5020,0.4080,3.4602,0.5974,7.1294,7.1304,84974.3502,46049.5885
5.0000,0.1500,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4289,6.4301,3062.3704,2092.6707
5.0000,0.1500,sine,5,0.5600,1.0000,28,50,0.3174,0.0000,0.3676,0.0000,6.4344,6.4352,6227.5487,3679.7849
5.0000,0.1500,sine,7,0.3400,0.9400,17,47,0.7037,0.0377,0.5728,0.1518,6.4432,6.4442,9763.4154,5754.7659
5.0000,0.1500,sine,10,0.1600,0.7400,8,37,1.3847,0.2319,0.8962,0.4212,6.4629,6.4644,14370.8428,9366.9633
5.0000,0.1500,sine,12,0.1000,0.6000,5,30,1.9139,0.4587,1.1445,0.6273,6.4800,6.4817,16865.5363,11995.2604
5.0000,0.1500,sine,15,0.1000,0.4000,5,20,2.7217,0.9212,1.5987,0.9503,6.5105,6.5128,20112.7472,15567.5569
5.0000,0.1500,sine,18,0.0200,0.2800,1,14,3.4706,1.4554,1.9817,1.3243,6.5462,6.5489,23091.9481,18797.9512
5.0000,0.1500,sine,20,0.0400,0.2400,2,12,3.8092,1.8188,2.2922,1.5860,6.5725,6.5752,24952.0960,20872.7566
5.0000,0.2000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4280,6.4299,277.0469,1140.9148
5.0000,0.2000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1777,7.1670,3934.7525,3188.7561
5.0000,0.2000,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2192,7.1974,10326.5233,5152.5992
5.0000,0.2000,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1669,7.1440,20366.7146,7830.9788
5.0000,0.2000,step,10,0.6400,1.0000,32,50,0.3534,0.0000,0.5090,0.0000,7.1557,7.1346,42001.2138,14017.1100
5.0000,0.2000,step,12,0.1200,1.0000,6,50,1.6205,0.0000,1.0837,0.0000,7.1705,7.1519,57445.0441,18937.9541
5.0000,0.2000,step,15,0.0000,1.0000,0,50,7.4945,0.0000,2.5198,0.0000,7.1367,7.1291,71824.6138,27747.6991
5.0000,0.2000,step,18,0.0200,0.9000,1,45,10.8198,0.0586,6.5111,0.1762,7.1418,7.1416,82576.4201,37844.1458
5.0000,0.2000,step,20,0.0000,0.6600,0,33,16.7209,0.4080,5.0071,0.5974,7.1171,7.1304,75905.9288,46049.5885
5.0000,0.2000,sine,3,0.8600,1.0000,43,50,0.0954,0.0000,0.2370,0.0000,6.4291,6.4301,3001.0056,2092.6707
5.0000,0.2000,sine,5,0.3000,1.0000,15,50,0.6297,0.0000,0.4888,0.0000,6.4343,6.4352,5490.5733,3679.7849
5.0000,0.2000,sine,7,0.1400,0.9400,7,47,1.2032,0.0377,0.7000,0.1518,6.4429,6.4442,7997.5376,5754.7659
5.0000,0.2000,sine,10,0.0800,0.7400,4,37,2.0867,0.2319,1.2881,0.4212,6.4621,6.4644,11681.4584,9366.9633
5.0000,0.2000,sine,12,0.1000,0.6000,5,30,2.6188,0.4587,1.7717,0.6273,6.4790,6.4817,13969.3352,11995.2604
5.0000,0.2000,sine,15,0.0800,0.4000,4,20,3.3792,0.9212,2.4707,0.9503,6.5095,6.5128,16668.1016,15567.5569
5.0000,0.2000,sine,18,0.0000,0.2800,0,14,4.3391,1.4554,2.7730,1.3243,6.5449,6.5489,18303.5616,18797.9512
5.0000,0.2000,sine,20,0.0200,0.2400,1,12,4.7800,1.8188,3.0418,1.5860,6.5709,6.5752,19584.6866,20872.7566
5.0000,0.3000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4282,6.4299,285.9589,1140.9148
5.0000,0.3000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1794,7.1670,4286.2895,3188.7561
5.0000,0.3000,step,5,0.9800,1.0000,49,50,0.0111,0.0000,0.0774,0.0000,7.2224,7.1974,12502.9696,5152.5992
5.0000,0.3000,step,7,0.5800,1.0000,29,50,0.3904,0.0000,0.5008,0.0000,7.1719,7.1440,28828.6795,7830.9788
5.0000,0.3000,step,10,0.0400,1.0000,2,50,4.7931,0.0000,2.4753,0.0000,7.1562,7.1346,56045.2582,14017.1100
5.0000,0.3000,step,12,0.0000,1.0000,0,50,11.4934,0.0000,4.0762,0.0000,7.1613,7.1519,64962.1836,18937.9541
5.0000,0.3000,step,15,0.0000,1.0000,0,50,17.2587,0.0000,7.4012,0.0000,7.1243,7.1291,68827.9353,27747.6991
5.0000,0.3000,step,18,0.0000,0.9000,0,45,22.1928,0.0586,9.0544,0.1762,7.1215,7.1416,65784.1206,37844.1458
5.0000,0.3000,step,20,0.0200,0.6600,1,33,21.5598,0.4080,10.6473,0.5974,7.1033,7.1304,58884.2387,46049.5885
5.0000,0.3000,sine,3,0.5600,1.0000,28,50,0.3551,0.0000,0.4254,0.0000,6.4292,6.4301,2265.4107,2092.6707
5.0000,0.3000,sine,5,0.3400,1.0000,17,50,0.9351,0.0000,0.8623,0.0000,6.4340,6.4352,3881.9573,3679.7849
5.0000,0.3000,sine,7,0.0800,0.9400,4,47,1.7126,0.0377,1.2517,0.1518,6.4423,6.4442,5308.4370,5754.7659
5.0000,0.3000,sine,10,0.0400,0.7400,2,37,2.8189,0.2319,2.0250,0.4212,6.4611,6.4644,7427.1751,9366.9633
5.0000,0.3000,sine,12,0.0200,0.6000,1,30,3.5480,0.4587,2.4872,0.6273,6.4776,6.4817,8723.1668,11995.2604
5.0000,0.3000,sine,15,0.0400,0.4000,2,20,4.4167,0.9212,3.1699,0.9503,6.5080,6.5128,10318.2103,15567.5569
5.0000,0.3000,sine,18,0.0200,0.2800,1,14,4.9040,1.4554,3.7773,1.3243,6.5440,6.5489,11964.8875,18797.9512
5.0000,0.3000,sine,20,0.0400,0.2400,2,12,5.1585,1.8188,4.0719,1.5860,6.5702,6.5752,12681.0266,20872.7566
5.0000,0.4000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4284,6.4299,296.9620,1140.9148
5.0000,0.4000,step,3,0.9800,1.0000,49,50,0.0163,0.0000,0.1142,0.0000,7.1813,7.1670,4785.1002,3188.7561
5.0000,0.4000,step,5,0.7600,1.0000,38,50,0.2580,0.0000,0.5072,0.0000,7.2259,7.1974,16294.1669,5152.5992
5.0000,0.4000,step,7,0.0400,1.0000,2,50,2.6358,0.0000,1.4154,0.0000,7.1748,7.1440,38344.8648,7830.9788
5.0000,0.4000,step,10,0.0200,1.0000,1,50,14.5649,0.0000,5.1866,0.0000,7.1464,7.1346,58315.7068,14017.1100
5.0000,0.4000,step,12,0.0000,1.0000,0,50,21.9152,0.0000,8.6174,0.0000,7.1441,7.1519,60955.3131,18937.9541
5.0000,0.4000,step,15,0.0000,1.0000,0,50,24.5212,0.0000,10.9108,0.0000,7.1102,7.1291,57233.1114,27747.6991
5.0000,0.4000,step,18,0.0000,0.9000,0,45,27.7436,0.0586,10.3759,0.1762,7.1054,7.1416,48233.6651,37844.1458
5.0000,0.4000,step,20,0.0000,0.6600,0,33,22.6976,0.4080,10.8683,0.5974,7.0973,7.1304,44077.6845,46049.5885
5.0000,0.4000,sine,3,0.5400,1.0000,27,50,0.4489,0.0000,0.5826,0.0000,6.4293,6.4301,1720.4458,2092.6707
5.0000,0.4000,sine,5,0.3600,1.0000,18,50,0.9987,0.0000,1.1107,0.0000,6.4341,6.4352,2991.6603,3679.7849
5.0000,0.4000,sine,7,0.2400,0.9400,12,47,1.6206,0.0377,1.7006,0.1518,6.4424,6.4442,4211.3420,5754.7659
5.0000,0.4000,sine,10,0.0400,0.7400,2,37,2.8222,0.2319,2.5006,0.4212,6.4612,6.4644,5459.2367,9366.9633
5.0000,0.4000,sine,12,0.0400,0.6000,2,30,3.5715,0.4587,3.0254,0.6273,6.4777,6.4817,6201.3370,11995.2604
5.0000,0.4000,sine,15,0.0400,0.4000,2,20,4.4904,0.9212,3.7240,0.9503,6.5078,6.5128,7166.4447,15567.5569
5.0000,0.4000,sine,18,0.0600,0.2800,3,14,5.0694,1.4554,4.2308,1.3243,6.5436,6.5489,8063.1445,18797.9512
