#{"t_start": 1773656329.683753, "env_id": "None"}
r,l,t
-5095.6733,416,176.991668
-2562.5503,419,177.156108
-1001.2041,422,177.258256
-2572.3562,402,177.366937
-2045.7476,398,177.413628
-1433.1068,304,177.48323
-1545.5419,285,177.668779
-2369.6184,394,177.677222
-641.0919,268,177.693228
-2131.4392,341,177.836352
-589.6379,243,177.929008
-4714.91,384,179.723945
-1135.9972,429,179.806601
-1274.3529,263,179.870307
-4855.696,439,179.957531
-2419.694,328,180.076161
-2482.8062,375,180.201463
-3344.798,385,180.280915
-4182.198,446,180.441078
-160.52861,220,180.443084
-1083.2471,362,180.470957
-1202.1615,262,180.556621
-873.6054,329,180.776069
-551.17865,284,180.846257
-2400.0693,397,180.873096
-3200.5735,432,180.880063
-510.26007,307,181.157703
-3813.7139,426,181.210865
-1307.2953,390,181.271684
-2884.5125,426,181.315696
-569.67615,272,181.441994
-260.11353,285,181.570584
-3444.2483,431,181.658238
-715.74426,259,181.707948
-4788.1147,410,181.738716
-570.2594,242,183.448791
-1348.6984,260,183.670399
-776.88007,367,183.698585
-2109.3442,356,183.738258
-1362.9825,325,183.812667
-2912.0881,376,184.064062
-622.7525,316,184.069227
-989.82007,249,184.076472
-3651.8093,425,184.137157
-1805.0695,313,184.39311
-2475.1094,387,184.460615
-2036.3453,392,184.471083
-1593.3073,356,184.506895
-365.93985,243,184.644438
-912.03424,288,184.762761
-1518.2523,360,184.828084
-1518.1794,323,184.836349
-1814.5326,376,185.037646
-991.6239,293,185.145421
-2212.4648,375,185.159314
-6319.162,480,185.336862
-948.0293,307,185.363328
-529.3545,278,187.331508
-1463.2476,392,189.081121
-1439.5923,319,189.22075
-1066.8341,311,189.242038
-975.26324,340,189.359732
-992.6921,268,189.50141
-4555.5947,399,189.527346
-502.0252,219,189.586528
-750.10645,347,189.599328
-706.8028,224,189.756556
-1988.3718,280,189.889234
-943.11206,335,189.933085
-2900.7327,430,189.946284
-3054.5813,384,190.161484
-597.8372,246,190.207399
-3342.0989,394,190.310666
-3081.5183,404,190.367147
-1161.6921,284,190.469124
-737.23865,321,190.646933
-6652.631,469,190.704699
-292.5498,280,190.755602
-3050.9263,387,190.767611
-1160.0441,235,190.942705
-1153.2496,337,190.992792
-680.1919,245,191.007717
-2549.9182,369,191.145221
-2359.4724,408,192.970062
-2643.1155,351,192.976645
-2587.1548,381,192.992903
-1371.1923,365,193.135992
-1310.9352,311,193.298608
-463.21014,319,193.311487
-2799.534,362,193.369765
-273.03094,232,193.375629
-1180.575,289,193.671558
-1551.3923,299,193.676573
-1569.201,374,193.694399
-3972.2815,446,193.758914
-694.92255,272,193.956724
-1199.6804,289,193.979272
-504.21548,309,194.019672
-3825.404,434,194.203148
-858.94556,339,194.320668
-1678.2571,390,194.349679
-2614.709,337,194.35564
-1162.1497,310,194.51247
-1172.9409,279,194.627421
-372.91455,296,194.65108
-1882.4355,371,194.691676
-658.243,273,194.787589
-469.17975,241,194.874588
-599.2449,307,196.770345
-1165.0946,312,196.829085
-1884.0742,303,197.035673
-3184.8267,405,197.054594
-291.02228,244,197.113456
-1247.9843,400,197.224282
-572.08624,252,197.293365
-512.55664,222,197.340821
-2833.064,389,197.455511
-1125.5355,354,197.591358
-1481.8784,332,197.635599
-2922.3489,342,197.690722
-416.51926,244,197.845506
-3033.6323,406,197.875403
-905.4711,309,197.954938
-5050.0146,444,198.151687
-1911.4695,341,198.195043
-1686.0973,331,198.214585
-3220.943,393,198.358526
23.190216,229,198.386163
-923.658,237,198.45565
-584.7354,354,198.555487
-2523.885,370,198.741571
-1854.3666,362,198.759925
-2348.0728,347,198.815275
-1650.5328,415,200.648438
-968.84174,344,200.775672
-582.95514,326,200.775706
-4017.1343,443,200.951573
-874.334,358,201.032668
-865.0049,299,201.080756
-2249.1086,403,201.193541
-1375.9775,301,201.265794
-1174.0845,347,201.394454
-1676.6699,418,201.517388
-775.4674,251,201.523612
-1539.8154,346,201.549595
-419.6018,251,201.64982
-1787.6412,315,201.845742
-1468.1772,333,201.8584
-1800.4373,375,201.934084
-1129.3093,325,201.985327
-3275.898,395,202.254649
-882.65265,400,202.273522
-1169.6321,372,202.322909
-3828.6885,429,202.430861
-608.38293,305,202.584949
-564.32196,300,202.626596
-2726.7568,382,202.646687
-2030.1414,426,204.572056
-789.2567,243,204.581345
-805.12805,309,204.670077
-3083.0498,413,204.714191
-805.1552,248,204.83517
-1358.6466,263,204.859795
-1797.8914,322,205.003986
-1471.2574,352,205.090795
-467.23273,254,205.102986
-1569.9332,282,205.15718
-1054.3419,272,205.295959
-1799.4648,284,205.385973
-397.42413,279,205.393088
-557.4727,233,205.399151
-1347.9412,378,205.689716
-528.71295,326,205.732682
-2465.7605,344,205.756625
-1493.8601,390,205.789123
-629.04956,293,205.995021
-621.5251,259,206.002403
-434.76593,250,206.0503
-1718.5527,402,207.82639
-529.10333,284,207.951216
-1781.1836,331,207.993726
-846.85046,344,208.066775
-718.6666,262,208.105719
-908.51514,268,209.908903
-1424.7877,349,209.961537
-392.5268,279,210.043273
-558.00037,320,210.047947
-1250.4652,328,210.322449
-1262.4106,305,210.382244
-1667.4564,325,210.39896
-3855.044,473,210.431737
-409.89252,332,210.668466
-875.0024,285,210.677982
-3445.6638,388,210.833525
-4549.2676,420,210.83356
-688.9456,224,210.909789
-2255.974,348,211.027658
-771.7725,252,211.17177
-1634.4973,330,211.177248
-4317.7197,418,211.27083
-2792.0435,428,211.472422
-1767.6877,311,211.492541
-548.20056,301,211.57798
-867.72894,396,211.58516
-286.0908,221,211.696474
-1160.4663,281,211.874269
-2243.3103,376,211.879592
-703.58167,261,213.551969
-3619.5037,423,213.609319
-1255.2239,254,213.773455
-352.7653,299,213.817807
-1065.4948,352,213.976292
-1254.5975,346,214.01655
-846.136,259,214.099486
-1680.2256,375,214.180781
-1203.7665,306,214.306305
-1331.3154,292,214.424957
-2896.9065,432,214.494289
-1784.4224,355,214.57966
-132.34787,277,214.737622
-875.9496,409,214.7733
-303.3853,258,214.795532
-799.2302,304,214.938164
-1968.4283,323,215.143182
-2349.347,434,215.22928
-3960.47,414,215.256106
-2459.834,382,215.352283
-875.249,252,215.499848
-4669.201,418,215.587709
-4844.487,434,215.715742
-505.48297,234,215.745483
-1730.7252,392,215.767413
-2092.7844,412,217.692945
-1159.3551,284,217.733742
-1393.1508,426,217.862728
-4514.306,455,217.863695
-958.8428,236,217.935165
-532.6258,309,218.050763
-2022.7091,326,218.199564
-2591.2173,362,218.235241
-4224.67,432,218.38832
-1687.9435,333,218.402964
-1573.4397,367,218.620298
-3623.9766,420,218.639355
-572.9613,328,218.742882
-1307.8911,429,218.836022
-731.02344,275,218.906658
-126.58504,220,218.973738
-3332.7292,445,219.102635
-807.99066,319,219.24032
-1219.8868,430,219.284009
-1140.1932,313,219.299835
-3380.1223,415,219.534112
-923.8152,386,219.639085
-476.63855,418,221.370347
-1085.2659,402,221.370396
-3419.3164,403,221.629483
-723.99243,257,221.658793
-2501.4517,339,221.666733
-646.19257,323,221.726159
-913.4169,235,221.914527
-548.45306,220,221.957071
-5241.0386,441,222.083004
-2169.4375,433,222.106436
-1281.4895,298,222.220731
-610.4684,258,222.22392
-552.1561,263,222.38112
-1434.1885,358,222.45824
-821.2164,254,222.486845
-686.72015,240,222.633317
-2589.1428,425,222.663488
-1214.7465,375,222.878894
-4555.306,435,222.913469
-103.10614,273,222.918563
-824.2584,312,222.988405
-269.47818,301,223.230808
-2504.5957,409,223.306261
-3085.0718,401,223.330091
-929.86365,327,223.33013
-1820.5171,314,225.234528
-2734.9568,394,225.433663
-3105.251,423,225.439826
-2806.3208,412,225.452687
-1721.3748,317,225.577441
-613.8888,277,225.726736
-3052.2078,419,225.86816
-1933.7201,298,225.889467
-4162.0103,439,225.907236
-738.0101,336,226.075632
-14.077728,239,226.11738
-808.0394,396,226.300792
-597.4612,258,226.416421
-4354.1475,473,226.433889
-3504.6833,403,226.541572
-1594.4766,326,226.707831
-643.6484,316,228.459289
-2721.6125,414,228.578625
-1544.3794,376,228.634528
-1780.7574,382,228.787055
-1733.099,337,228.812661
-2128.5815,366,229.031291
-2787.315,450,230.799267
-1219.8529,329,230.901651
-1280.2666,308,230.906733
-548.8009,237,231.046036
-1630.7101,313,231.155572
-1392.7399,310,231.241316
-697.29846,394,231.32456
-697.8327,302,231.365163
-390.82898,297,231.474849
-1406.1868,274,231.533052
-2154.059,332,231.673989
-2435.7852,423,231.812191
-2593.5876,405,231.900541
-116.65442,272,231.966385
-3713.2007,415,231.972283
27.803467,235,232.225226
-684.9911,239,232.234809
-3204.9912,410,232.257107
-1934.5879,331,232.261479
-584.1756,260,232.507481
-482.97342,304,232.572985
-2102.239,358,232.638325
-1267.1132,400,232.646996
-857.7282,273,232.802288
-587.24506,243,232.904597
-29.380219,252,232.923719
-1083.76,397,234.700964
-839.9661,309,234.85606
-566.51276,243,234.886478
-1435.4576,336,235.002913
-1076.4552,308,235.057354
-688.43176,250,235.123532
-808.1333,358,235.267389
-115.2198,318,235.343842
-1650.6412,393,235.478079
-1751.7375,428,235.576329
-1241.618,298,235.581384
-1968.8541,404,235.764035
-1548.6644,296,235.783504
-804.98987,250,235.842565
-545.7787,276,235.865421
-113.20712,248,236.041007
-332.69305,230,236.041046
-878.4123,260,236.166098
-1705.1234,308,236.19627
-552.42,264,236.455358
-2246.2026,387,236.471814
-2665.621,397,236.482113
-3742.762,461,236.693362
-466.13614,233,236.720618
12.437424,295,236.795376
-1123.5623,356,236.831944
-1055.2692,241,238.729921
-2400.363,344,238.835699
-1321.468,340,238.940984
-1093.7954,345,238.98509
-3748.606,414,239.186139
-570.4429,260,239.245212
-4338.22,474,239.329872
-3263.414,395,239.344228
-1165.3293,299,239.49351
-425.40875,260,239.511438
-741.32434,242,239.575045
-490.9112,312,239.658183
-415.03186,294,239.808682
-640.57605,341,239.839181
-1083.4749,322,239.90628
-267.59634,272,239.940839
-381.4596,246,240.062385
-397.544,249,240.196356
-3946.518,409,240.261936
-2398.019,376,240.292895
-1156.7222,293,240.365958
-11.338593,231,240.434967
-990.95636,249,240.517511
-451.18723,268,240.700832
-3178.3123,414,240.708727
-681.12305,374,240.739969
-778.4703,304,242.493889
-315.60693,224,242.671847
-2375.9338,392,242.811386
-3779.682,424,242.834628
-725.31635,242,242.916796
-1405.1941,414,242.944732
-726.08295,303,243.119861
-419.14545,229,243.177575
-933.7203,382,243.224327
-554.6331,340,243.265302
-539.5963,301,243.482926
-789.79553,227,243.494519
-3308.9155,379,243.503884
-1362.3804,414,243.637056
-980.0245,330,243.818277
-1499.9961,340,243.83734
-1847.3378,411,243.889172
-519.078,297,243.933552
-838.171,277,244.097654
-979.3991,312,244.150584
-544.1915,271,244.160144
-342.98676,282,244.211111
-666.672,272,244.435995
-668.4592,350,244.450365
-53.40129,247,244.465813
-1226.454,386,244.537377
-570.96954,290,246.442492
-775.2374,349,246.472734
-859.7583,368,246.50618
-2969.9993,410,246.641524
-579.1957,220,246.667257
-1638.3583,283,246.759284
-366.14514,375,246.889181
-2322.657,409,247.09125
-3519.526,450,247.107139
-684.3099,355,247.129703
-685.7195,268,247.168222
-508.40485,266,247.365902
-27.876328,235,247.415166
-1861.3054,327,247.471086
-3618.157,429,249.349756
-1056.7917,366,249.541606
-433.0067,323,249.59962
-2233.439,411,249.633685
-3988.0496,459,249.814101
-133.54329,292,249.836319
-1108.3022,293,249.898937
-718.4179,379,250.03178
-697.9798,231,250.0927
-1172.1421,319,251.82835
-1301.496,289,251.894451
-2015.6151,380,252.137719
-1743.1799,337,252.149331
-2762.0017,426,252.354168
-5067.0254,481,252.360991
-147.43852,223,252.373299
-619.48285,268,252.408111
-1001.9943,285,252.640918
-1413.6477,317,252.729611
-4103.225,435,252.800835
-1659.5508,424,252.801801
-1922.5366,381,253.030895
-346.38336,305,253.040735
-1368.2617,370,253.186112
-1703.505,426,253.244284
-539.9728,366,253.417101
-2589.7192,414,253.455952
-2079.527,391,253.58323
-1861.0825,397,253.646552
-180.85884,267,253.690331
-1750.2299,343,253.806266
-1484.4058,353,253.942292
-362.71234,252,253.946369
-1629.6771,359,255.668254
-673.9104,372,255.872002
-1067.942,266,255.971328
-949.47125,361,256.002074
-2536.6782,424,256.060051
-1115.6542,276,256.152969
-2117.4207,296,256.269776
-1282.612,342,256.352865
-1161.7216,370,256.441645
-1213.8894,336,256.499482
-686.8739,262,256.61491
-442.91797,364,256.640555
-1273.8456,299,256.797755
-1440.3126,389,256.831348
-793.8418,284,256.901392
-424.89386,297,256.941581
-384.73627,271,257.071085
-686.9941,293,257.128044
-844.54346,236,257.183992
-909.2386,296,257.205229
-1466.9799,302,257.381874
-570.66235,218,257.427505
-3025.582,420,257.553902
-1409.8165,406,257.590812
-1290.628,293,257.670432
-331.78387,247,259.557106
-4035.0227,425,259.571235
-2350.6904,419,259.702061
-963.3432,364,259.766886
-910.1202,228,259.804943
-457.03638,309,259.878273
-322.05957,240,259.944292
-610.81573,345,260.119434
-1604.4045,408,260.229496
-2228.051,398,260.288437
-3670.6467,444,260.397212
-861.81256,304,260.426574
-389.66074,346,260.6337
-1386.0283,417,260.645046
-615.9232,231,260.659956
-4613.3145,465,260.866019
-700.323,242,260.889565
-580.15594,375,261.008571
-1088.4244,373,261.032865
-159.51302,263,261.301445
-3633.805,444,261.313318
-1723.4044,434,261.325732
-2179.721,337,261.348864
-1066.7878,297,263.325272
-440.83447,282,263.337936
-1150.6732,338,263.435259
-4360.1255,480,263.540082
-406.915,217,263.563337
-469.76996,286,263.645408
-653.5291,317,263.75251
-849.1768,261,263.824846
-767.4914,286,263.931327
-4358.547,446,263.993487
-107.97034,243,264.003366
-2680.6382,385,264.217009
-869.66534,367,264.305134
-393.04395,345,264.353
-447.24564,256,264.480217
-5513.175,485,264.487525
-2469.2366,409,264.709743
-1389.7358,384,264.730649
-691.54663,298,264.768695
-1181.3677,352,264.830683
-446.7454,231,264.943595
-323.44208,248,265.084675
-1267.3745,382,265.119237
-3659.2192,374,265.149249
-2231.7002,329,265.275688
-616.0333,308,267.012721
-2985.1157,441,267.135696
-1592.9663,408,267.167596
-1055.5752,316,267.20255
-1335.012,353,267.399525
-1149.0145,300,267.485588
-469.1897,296,267.519507
-2960.3706,388,267.545673
-944.02673,249,267.666615
-473.7537,290,267.82205
-1300.6987,364,267.869467
-835.9158,310,267.871778
-1595.7958,296,269.67713
-551.2692,289,269.837747
-1085.9443,312,269.906403
-1422.6383,322,269.918367
-1038.2104,412,270.116948
-695.82263,304,270.153343
-811.0547,295,270.230958
-1413.9623,337,270.26342
-679.45044,345,270.492429
-1326.6051,335,270.519344
-2703.7954,404,270.701049
-3506.1882,435,270.702094
-727.5145,309,272.55085
-1082.5009,344,272.565923
-1753.2256,430,272.886396
-833.3626,281,272.890479
-4154.9277,445,272.903784
-2601.448,422,273.028538
-232.0443,276,273.18118
-860.44324,276,273.193263
-1364.4844,342,273.241474
-430.67932,290,273.324523
-437.7545,243,273.437751
-645.05975,233,273.480344
-1190.985,351,273.536632
-912.6157,334,273.667132
-354.2009,223,273.768739
-1779.8588,389,273.841773
-884.0303,390,273.88583
-651.33734,286,273.974127
-30.55185,215,274.001479
-365.72742,263,274.127655
-853.1797,281,274.271553
-1368.9661,371,274.284308
-816.9673,392,274.414685
-1366.1282,359,274.499359
-522.84644,249,274.526152
-2129.7832,370,274.653119
-224.29048,279,276.382275
-2222.1233,320,276.541599
-339.27795,266,276.649094
-1043.8018,409,276.659198
8.383469,293,276.709753
-685.1279,233,276.95068
-3013.246,414,276.964322
-1802.1747,328,276.98331
-1990.6304,429,277.096636
-248.43744,217,277.17354
-263.18622,221,277.212667
-413.83838,258,277.229585
67.65166,240,277.426537
-1832.6315,425,277.539868
-3461.1516,435,277.65797
-2774.5833,464,277.704352
-205.88623,286,277.711179
-375.39093,234,277.773266
18.890259,274,277.990881
-203.79996,292,278.001604
-1024.3527,256,278.03589
-979.4548,422,278.08919
-807.00146,273,278.293715
-693.44995,283,278.340092
-1289.7004,386,278.400528
-3284.346,407,280.259682
-497.3376,304,280.376171
-540.5094,382,280.510686
-462.31256,422,280.607208
-2020.4419,307,280.692415
-2708.0322,405,280.704513
-676.4703,250,280.758503
-519.2885,257,280.96685
-399.40942,266,280.991488
-1259.9558,374,281.000928
-1222.3516,305,281.084364
-929.3032,273,281.28723
-189.93298,221,281.318859
-1609.9836,347,281.335446
-1563.6407,408,281.422819
-586.635,246,281.59055
-845.8221,328,281.658918
-1453.7606,410,281.710504
-1951.3997,344,281.769332
-1530.5358,361,282.034333
-3877.1404,443,282.050391
-651.2256,325,282.109884
-3585.8496,398,282.122995
-513.5917,304,282.349068
-776.9367,310,284.111021
-2750.6558,388,284.131923
-1632.4055,424,284.281889
-1124.5414,259,284.420002
-741.9473,265,284.446811
-1775.4313,390,284.47663
97.0019,234,284.536342
-650.9768,306,284.745864
-988.71045,275,284.763597
-940.3567,329,284.792762
-826.9566,327,284.869739
-1.9126129,220,284.990183
-518.6397,225,285.101818
-1917.5184,352,285.106207
-3218.7727,413,285.212462
-1443.3784,292,285.28148
-581.46643,241,285.343069
-203.77548,257,285.46756
-1005.7274,370,285.47074
-337.47937,330,285.612192
-1242.0492,341,285.68699
-433.82904,279,285.747034
-2043.81,365,285.831991
-1679.8735,310,285.919966
-918.92084,302,285.98928
-984.0195,267,286.198807
-2624.7593,366,286.212969
-3434.317,469,287.796728
-1232.4745,389,287.996778
-2164.6077,354,288.195444
-1721.2368,390,288.204421
-918.96625,384,288.211416
-360.4786,216,288.220066
-1486.9141,353,288.556323
-1055.7407,362,288.574104
-2144.8562,396,290.348939
-3045.1118,419,290.382185
-227.13275,247,290.566159
-73.38167,239,290.599504
-2996.2515,413,290.715698
-2210.3564,363,290.759376
-648.3624,227,290.79676
-354.86456,385,291.001606
-315.9304,237,291.009127
-2108.4067,368,291.188232
-4777.7036,472,291.21481
-355.828,293,291.321729
-1048.976,303,291.325193
-1591.3866,302,291.559654
-1519.9342,369,291.609787
-856.2401,283,291.654429
-607.5522,340,291.713065
-709.91223,240,293.550127
-179.03738,235,293.643822
-1749.9637,407,293.680707
-3048.6282,416,293.775893
-1834.7916,333,293.89816
-600.6516,359,294.017288
-180.85934,273,294.059593
-1499.0629,378,294.074059
-542.8694,244,294.273319
-1129.1302,392,294.307611
-893.7271,293,294.362794
-3147.7078,448,294.532858
-446.6914,226,294.532897
-1667.9193,399,294.674322
-192.49168,362,294.731197
-1015.62415,325,294.870787
-1951.3911,422,294.970849
-491.90622,295,294.983487
-887.98773,360,295.105659
-2682.0723,412,295.300968
-2508.6162,366,295.352424
-478.29852,382,295.38133
-723.06274,300,295.41636
-420.95792,232,297.377149
-1117.5293,331,297.401233
-394.396,374,297.509567
-836.1015,391,297.590491
-2062.664,346,297.748475
167.70155,219,297.819605
-2688.67,401,297.825835
-719.8369,319,297.838351
-205.7648,266,298.02797
79.01476,228,298.059255
-835.9376,261,298.111563
-1652.724,313,298.151422
-1161.3859,318,298.352119
-1252.0293,396,298.468449
-1001.00336,391,298.51723
-2013.6213,395,298.55993
-4101.115,445,298.823234
-1736.3777,390,298.879002
-951.7219,422,298.957658
-2871.46,433,299.014029
-98.79535,298,299.179518
-1606.0647,396,299.224497
-605.02704,313,299.273082
-576.74567,324,299.340634
-218.81291,301,301.340235
-548.18494,351,301.342556
-2528.87,423,301.372811
-1336.8497,378,301.51789
-97.33339,255,301.657471
-1222.466,302,301.677138
-3569.7356,407,301.783817
-428.29538,304,301.82758
-185.9074,225,301.889078
-1297.6217,399,302.090937
-1027.4312,309,302.145373
-1881.9246,372,302.168293
-1157.0842,317,302.216764
-734.8622,334,302.450337
-462.9244,254,302.493013
-588.6881,318,302.509409
-3157.6091,421,302.589169
-501.10388,256,302.701176
-155.65398,332,302.823896
-2495.4023,319,302.827961
-261.56317,288,302.997745
-2787.3452,412,303.006858
-1819.4845,328,303.174203
-817.74316,325,303.175323
-1604.1495,389,305.099319
-2341.2485,426,305.138386
-788.58984,320,305.200927
-1737.3009,359,305.237097
8.79834,226,305.429961
-2174.1826,336,305.489146
-3.6855927,283,305.527381
-3634.2507,474,305.596078
-945.7599,299,305.831224
-1403.1438,407,305.844928
-1369.125,417,305.9097
-3382.458,453,306.062524
-724.57715,311,306.149616
-2611.795,347,306.198884
-1229.6177,384,306.305611
-967.4781,314,306.38067
-1759.5035,353,306.506712
-949.23975,325,306.528487
-1553.5676,356,306.660075
-2221.7214,380,306.759708
-1079.1711,235,306.761626
-604.48834,289,306.796422
-1001.9075,367,307.064838
-81.04932,240,307.072623
-864.4807,283,307.08113
-944.03235,330,307.135361
-910.50195,292,309.10678
-1311.6581,327,309.204063
-1387.8835,388,309.216172
-1549.8087,415,309.227647
-8.277786,227,309.342387
-419.93573,291,311.353848
-981.59607,360,311.450947
-3421.954,430,311.511422
-1545.888,343,311.547724
-75.52829,274,311.637134
-636.65295,291,311.754105
-411.409,378,311.957376
-3324.8801,449,311.996234
-39.20027,228,312.009172
-3345.818,380,312.055653
-361.2978,311,312.305509
-290.9378,235,312.320103
-296.01135,296,312.341137
-3183.4092,457,312.499873
-714.3961,233,312.554533
-765.53046,332,312.670481
-1861.1716,342,312.699674
-841.65027,256,312.762654
-799.21765,245,312.806282
-698.69946,284,314.674378
-444.35324,341,314.712472
-17.079056,326,314.850278
-1730.7833,380,314.863833
-799.55035,392,315.105165
-2219.71,410,315.153126
-729.64667,379,315.240351
-2380.856,385,315.259079
-199.58957,234,315.390705
-1177.2773,354,315.467039
-585.6266,251,315.516896
-1656.7784,401,315.643493
-969.2266,315,315.710909
-2065.4226,389,315.861557
-429.4856,236,315.888633
-3060.4824,407,315.930053
-1317.6715,308,316.027332
-2354.2156,343,316.21736
-2862.385,403,316.309576
-453.58722,289,316.329938
-1770.2748,413,316.362909
-522.6511,250,316.565669
-647.4037,233,316.567755
-2177.5894,355,316.583589
-1911.0035,374,318.499652
-1302.2043,326,318.680204
-2654.8162,400,318.761383
-1058.0314,409,318.786532
-2531.2754,395,318.942509
-167.49098,282,318.990273
-294.89154,218,319.03269
-280.84515,369,319.173203
-286.10602,244,319.307439
-1228.8748,362,319.396355
-1307.7847,404,319.399475
-906.3597,337,319.546532
-576.6511,301,319.635653
-1206.3153,334,319.768059
-2254.7139,395,319.827978
-1094.3617,318,319.896371
-1215.5889,385,320.063353
-1029.2363,364,320.234197
-3176.2034,430,320.242656
-129.59315,319,320.251019
-2069.622,401,320.485071
-321.1294,331,320.57596
-365.46246,368,320.632214
-2504.5803,471,322.720347
-2126.1506,398,322.945208
-872.8434,383,323.026758
-1213.3978,360,323.058764
-847.9267,299,323.274884
-3910.9475,476,323.286565
-82.91435,251,323.296926
-164.64507,274,323.358057
-808.805,228,323.522726
-466.5652,217,323.532779
-562.4818,332,323.639947
-2379.2432,371,323.741992
-505.9793,227,323.762736
-1094.9841,351,323.880398
-686.68646,295,324.070741
-2704.4165,420,324.0938
-319.7303,370,324.163394
-314.50092,227,324.305314
-2086.0752,419,324.337356
-2121.048,385,324.488328
-624.1489,391,324.568039
-550.54065,394,324.70307
-306.7304,229,324.719436
-5978.6333,439,324.780379
-346.87158,225,326.685133
-963.5159,389,326.72264
-667.77673,242,326.810406
-3694.7217,451,326.982383
-372.12518,235,327.008076
-2197.5552,427,327.18628
-420.63983,355,327.209188
-956.11224,258,327.266666
-411.49664,283,327.314868
-599.39813,252,327.459378
-670.87524,258,327.543463
-912.40063,404,327.638079
-694.18823,312,327.645014
-849.34357,288,327.757384
-120.964355,228,327.783289
-580.21075,346,328.040719
-1243.647,388,328.101462
-306.30676,297,328.121287
-4081.638,446,328.34193
-436.21136,247,328.42365
-1008.0714,395,328.555405
-905.33746,385,328.61558
-864.4748,244,328.644786
-415.32074,313,328.770897
-810.14746,257,328.872566
-1477.4248,357,328.916638
-28.400223,254,331.048483
-419.3994,239,331.178281
-3986.6538,473,331.183345
-1120.2832,253,331.262045
-651.52936,320,333.480869
-1385.8386,288,333.535553
-2032.9529,348,333.600723
-699.4095,296,333.602742
-245.72145,237,333.72275
-767.8084,257,333.797703
-672.06244,364,333.982231
-2927.9885,440,334.062112
-1896.4751,331,334.073947
-1725.7666,311,334.128794
-681.9972,351,334.354192
-1057.758,285,334.430341
-3322.7053,416,334.50122
-524.85297,409,334.506435
-1817.0433,437,334.817247
-194.08759,301,334.826321
-830.75134,378,334.831854
-3039.0142,449,334.980772
-17.75563,237,335.080868
-259.2183,254,335.106409
-1216.9315,359,335.199795
-1035.5929,278,337.251083
-2358.3364,419,337.280627
-526.6779,247,337.315738
-1219.0095,420,337.383473
-1006.4863,396,337.720132
-2430.7483,410,337.762136
-296.37067,353,337.803795
-1063.0126,413,337.804868
-555.1012,264,338.09408
-1388.9004,368,338.122422
-2494.074,364,338.201268
-3029.9116,459,338.263711
-292.8729,246,338.359526
-474.58557,310,338.538561
-3988.3923,419,338.577124
34.890396,234,338.612641
-1351.1875,357,338.650558
-1082.7773,261,338.83035
-341.51904,254,338.862369
-971.22156,293,338.940576
-31.368927,219,339.084917
-284.83734,249,339.147886
-4350.749,462,339.177677
-472.9032,379,339.37355
-486.44128,300,341.414158
-1377.6735,411,341.634203
-3909.1968,467,341.720629
-702.3509,343,341.77512
-1317.6986,432,341.91049
-364.81113,287,341.937099
-1522.2307,378,342.119304
-780.8449,241,342.186219
-783.83673,421,342.213367
-778.63806,314,342.233488
-1095.4673,336,342.463377
-1013.8076,374,342.572668
-1808.8137,348,342.596891
-3588.7412,395,342.623144
-1328.7747,316,342.793295
-1075.5731,257,342.837596
-797.77216,259,342.862252
-815.6634,353,342.981446
-2536.518,377,343.178251
-1975.7603,340,343.187939
-1887.7863,391,343.27045
-863.0343,430,343.438199
-250.60503,286,343.492743
-843.04395,310,343.508748
-603.62177,227,343.511061
-688.88715,265,345.458816
-630.3113,266,345.476617
-167.62863,340,345.482695
-930.0298,345,345.552111
-465.96848,234,345.713264
-1513.1206,322,345.808455
-1121.8573,350,345.812721
-1444.6713,404,345.964221
-648.9574,283,346.001798
-410.993,230,346.050361
65.57864,297,346.116926
-399.99338,239,346.31076
-1992.144,355,346.347034
-734.61035,339,346.366692
-932.66113,366,346.500423
-1026.2666,292,346.639938
-626.3662,286,346.6542
-1725.6271,362,346.675447
-22.982834,264,346.772712
-45.808502,252,346.912881
-945.33496,346,347.052147
-139.29216,294,347.095787
-1000.51636,411,347.103926
-1388.1199,298,347.248069
-720.228,331,347.422619
-666.11,365,349.611196
-2894.3237,429,349.69371
-2545.6238,439,349.854027
-508.91452,239,349.900712
-247.17656,275,350.006166
-1175.656,414,350.007356
-409.70746,254,350.133836
-167.7514,248,350.169358
-255.99469,299,350.327833
-1968.9437,333,350.364427
-68.41261,233,350.567201
-924.23846,405,350.591905
-3094.3572,457,350.60941
-1269.5022,294,350.661286
-846.87555,377,350.964927
-811.69794,365,350.978876
-1593.2294,349,350.980962
-2277.4011,384,351.068141
-157.41316,320,351.298534
-534.8539,251,351.335008
-1079.8228,412,351.408966
-3712.789,474,351.472604
-559.3614,218,351.558619
-242.62852,302,351.610111
-607.61914,242,351.655614
-1850.0511,378,355.443741
-449.2094,308,355.509852
-1985.1177,412,355.566281
-765.0477,344,355.594533
-1910.2909,375,355.840276
-791.95197,274,355.893907
-1002.8741,334,355.931456
-855.46765,401,355.947187
-514.0646,273,356.164991
-432.99628,238,356.174306
-929.8838,279,356.256849
-1431.7866,379,356.384247
-1012.61993,328,356.56822
17.893524,260,356.575348
-1077.1809,358,356.593545
-433.92383,354,356.81813
-886.4947,246,356.867077
-763.70886,316,356.970505
-2322.8455,445,357.088903
-813.31647,257,357.154151
-2361.9102,411,357.273026
-2465.063,437,357.439367
-1006.2085,356,357.467383
-1343.2015,418,357.601205
