#{"t_start": 1773656329.683753, "env_id": "None"}
r,l,t
-87.87512,248,359.465163
-1794.4027,415,359.485177
-147.33672,336,359.599495
-338.36304,337,359.734279
-909.3954,344,359.844137
-562.1897,342,359.858576
-2008.9661,388,360.011131
-950.74695,353,360.114301
-557.27155,252,360.11681
-1127.7103,300,360.17901
-660.2385,288,360.323581
-1140.439,307,360.451756
4.9434357,252,360.459347
-1963.738,347,360.491174
-478.7749,275,360.618973
145.3561,238,360.702858
-414.7801,228,360.723616
-697.3587,300,360.92742
-5077.7104,480,360.946361
-681.4277,298,361.013681
-1448.6604,362,361.102817
-1057.8167,307,361.265385
-1099.4468,365,361.309544
-27.600922,268,361.377218
-1316.4426,366,361.391379
-506.55237,317,363.293079
-2443.5488,419,363.3782
-2076.5261,351,363.432557
-1337.7543,413,363.48384
-443.2893,249,363.572031
-2153.9197,427,363.825197
-1296.2725,371,363.876917
-1591.3093,421,363.87795
-485.85114,310,363.899013
-147.30208,271,364.10493
-456.27838,248,364.128429
-205.9344,230,364.133116
-3313.5688,387,364.268924
-419.44043,219,364.35661
-1002.9663,251,364.35971
-497.23877,246,364.379099
-42.709793,312,364.591403
-2551.3079,411,364.787346
-2274.8518,427,364.831399
-3943.9172,474,364.86025
-1382.5459,429,365.044889
-27.38942,244,365.08424
-642.10046,304,365.105439
-1176.4731,364,365.2338
-842.1086,320,367.10171
-946.8894,281,367.127652
-250.44965,234,367.230908
-1000.7584,397,367.250299
-278.34857,246,367.419131
-827.72516,316,367.469736
-1164.9203,345,367.62971
-2905.866,416,367.686158
-469.75735,292,367.729057
-932.46594,332,367.825734
60.51129,227,367.867474
153.49228,248,368.087655
-2419.7837,401,368.107202
-1151.7736,391,368.143414
-1450.0387,318,368.202379
-910.1726,283,368.402086
-1398.9462,344,368.444706
-1402.6984,428,368.588291
-2218.8984,407,368.625483
-371.7984,231,368.839437
-3553.0896,456,368.887114
-2423.94,430,368.902747
-1674.2195,301,368.946484
-404.16852,366,371.076399
-1698.1273,429,371.076442
-2851.211,452,371.170335
-1402.3639,418,371.199468
-932.1074,333,371.453346
-564.5402,257,371.471075
-1096.5957,428,371.549881
-2187.345,428,371.618565
-843.5455,336,371.795817
-1494.9672,328,371.805157
-504.27478,288,371.843204
-2260.74,417,372.060455
-856.13403,239,372.062616
-530.4702,344,372.172798
-1119.941,377,372.252883
125.146965,240,372.321473
-1036.4708,362,372.452749
-811.2522,342,372.533604
-1163.8036,306,372.582883
55.010544,222,372.692443
-1278.6929,357,372.704339
-736.1651,277,372.827023
-207.333,322,372.91877
-545.38855,311,374.748379
-1070.1001,367,374.798444
-1739.0537,405,376.69163
-449.20288,360,376.752882
-2863.3005,418,377.000564
-2348.0286,467,377.004713
-208.79727,267,377.063319
-1990.4993,441,377.201442
-430.33148,371,377.40244
-1634.1729,312,377.405473
-3114.7942,451,377.490859
-2399.6765,423,377.661553
-284.14575,274,377.698843
-698.8251,320,377.743175
-1102.4006,320,377.831724
-352.25015,269,377.943779
-637.7366,237,377.944772
-738.1374,261,378.01679
-608.27026,282,378.240414
-903.39124,339,378.301516
-4630.2417,470,378.323625
-2774.417,421,378.453671
-1771.7334,294,378.545918
-582.9878,320,378.63103
-1185.647,406,378.746015
-1318.7079,425,380.647506
-200.39514,263,380.657761
-1697.1311,367,380.685699
-110.565155,233,380.944978
-3059.9783,433,381.000208
-223.18141,330,381.07792
-725.7925,417,381.149227
-547.6162,301,381.264976
-504.3549,313,381.40004
-2260.6184,439,381.456275
-1378.7344,420,381.584328
-717.0129,396,381.674164
-187.85791,240,381.708752
-2448.9836,398,381.816927
-1433.2941,332,381.936107
-733.8863,320,382.015176
-161.54945,266,382.11282
-1742.786,375,382.116191
-1546.2102,390,382.373659
-1115.1803,325,382.383198
-330.1887,260,382.411227
-1362.6553,410,382.567051
-2170.5393,329,382.734537
-1544.9065,431,382.834588
-2.067505,295,382.880158
-3549.1873,450,384.870156
-1736.5826,373,385.151128
-670.4187,249,385.181076
-1114.4846,291,385.214332
-857.25415,338,385.217461
-425.02936,244,385.424084
-505.1637,249,385.492278
-957.3942,382,385.631286
-4126.3486,464,385.682623
-1459.9309,279,385.787138
-1165.0919,413,385.868562
-72.32004,239,385.88939
-1489.6443,321,386.028167
-1426.5848,356,386.181862
-528.14905,317,386.217829
-1139.1666,311,386.233073
-1722.329,340,386.413825
-255.1933,271,386.482986
-909.46936,289,386.545143
-1276.5837,394,386.644074
-746.1835,263,386.691654
-157.18158,236,386.800041
-765.81476,299,386.80008
-1242.0648,385,387.058176
-249.02388,273,387.094428
-779.18756,313,388.977893
-2690.2944,474,389.067971
1.4468842,228,389.275199
-1544.1414,297,389.309036
-689.9468,404,389.390432
-1159.3988,303,389.424097
-654.09937,309,389.642727
-544.3168,365,389.671857
-194.84256,299,389.71229
-552.1887,278,389.722182
-249.44893,254,389.919047
-508.29443,270,390.015626
-1219.613,366,390.117371
-2634.8467,426,390.142053
-87.80965,247,390.191411
-59.817642,282,390.31985
19.1129,218,390.36797
-3304.3904,435,390.57157
-1418.7318,386,390.596229
1.3804169,261,390.643325
-733.85596,323,390.659749
-1115.2678,357,390.948962
-545.3639,307,390.984805
-1271.1483,342,391.004185
-1172.0336,433,391.053779
-767.66473,301,392.850909
-896.1218,288,392.900297
-752.85175,309,392.989676
-899.56665,387,393.003321
-694.0851,286,393.174264
-277.0381,320,393.318702
-991.3458,423,393.354887
-2738.7175,476,393.492944
7.2121277,229,393.552741
-2599.4119,424,393.607801
-3496.2795,423,393.783051
-655.103,336,393.833721
-1720.116,375,393.933276
-1406.8779,369,394.000758
-68.6422,222,394.029394
-797.7129,304,394.163826
-1189.7323,312,394.27432
-2375.251,391,394.404629
-2247.3394,375,394.417297
-1305.2551,302,396.205288
-567.5787,226,396.239445
38.9747,237,396.405751
-91.011215,251,396.478145
-1636.9177,326,396.485886
-544.58606,273,396.531997
-558.3469,269,396.680882
-230.30363,255,398.570791
-235.23524,224,398.595285
-3097.5989,467,398.824425
-137.07236,294,398.852374
-167.12543,255,398.891897
-454.00558,281,398.904786
-1509.8098,382,399.239055
-1041.4346,333,399.269468
-3181.04,430,399.318448
-1358.0325,401,399.328039
23.170929,253,399.534576
-468.91977,274,399.618058
-1091.0371,339,399.67714
-2072.506,430,399.694058
-44.791443,286,399.978439
-2097.152,435,399.995618
-1639.489,360,399.997761
-2282.8538,438,400.17023
-632.29004,323,400.36136
-1409.2195,344,400.381023
-2190.2683,402,400.425309
-699.13525,228,400.621324
-2339.8855,427,400.628447
-394.95215,328,402.458266
-2132.1929,394,402.46514
-239.82826,287,402.652447
-934.10144,413,402.776022
-1391.9307,313,402.823911
-94.38687,261,402.920501
-677.95026,421,402.929127
-63.269974,281,403.069285
-567.8125,253,403.088758
-331.33356,256,403.191552
-776.7191,313,403.258094
-547.8468,251,403.330862
-790.5722,320,403.423691
-573.07355,282,403.553973
-440.89258,252,403.594278
-2535.502,459,403.672281
-447.86414,257,403.695016
-431.29388,284,403.971871
-489.53845,397,403.973075
-721.10254,270,403.978133
-377.0105,371,403.985871
-582.75793,286,404.273534
-1237.6571,353,404.347656
-771.69226,360,404.349747
-442.35516,360,404.362693
-383.49982,271,404.54969
-483.80563,254,406.416111
-282.01593,307,406.483112
-314.94986,318,406.518239
-1248.1073,365,406.791939
-788.1313,331,406.819353
-176.0259,281,406.849836
-847.1852,318,406.861868
-438.65305,269,407.15273
-1709.123,412,407.271054
-1655.4016,392,407.27877
-2266.7678,455,407.291907
-251.9957,222,407.393824
-222.5396,333,407.61821
-1008.0659,337,407.641515
-635.84515,354,407.646663
-557.2397,277,407.67948
78.36421,238,407.865667
-1339.8143,379,408.036882
-1171.5411,394,408.088977
-2685.2056,455,408.114778
-31.960175,321,408.20248
-7.0429688,235,408.372269
-1365.7507,374,408.444395
-739.9638,282,408.507227
-2558.923,432,408.555526
-2142.0754,469,410.62497
-2245.095,401,410.625006
-555.3782,409,410.692875
-1271.833,422,410.755229
-700.14294,296,410.936975
-2996.852,421,411.068056
-2246.802,369,411.083816
-331.3878,362,411.136158
-898.99554,311,411.261918
-451.76346,298,411.38175
-935.7722,341,411.44333
-1577.1484,354,411.512187
-1344.5195,318,411.600379
-1976.7511,438,411.844986
-987.5773,405,411.871148
-1096.8516,353,411.883997
-1934.9324,314,411.93023
-453.1787,273,412.156837
-2026.0775,314,412.214876
-1433.1781,357,412.219162
-936.17163,335,412.278663
-405.0907,279,412.438131
-427.7696,249,412.531812
-1302.9298,388,414.225887
-1272.979,387,414.229935
-541.8626,288,414.386858
-1076.3544,300,414.489965
-1599.3075,374,414.642532
-701.45575,381,414.646554
-13.26738,271,414.66197
-73.59303,255,414.747539
-1917.839,386,415.056091
-824.62714,385,415.074194
-1391.1196,405,415.079296
-219.51471,349,415.122773
-68.49136,256,415.336562
-604.95087,321,415.411212
-908.5449,293,415.426848
-2107.1506,450,415.514372
-1346.0547,317,417.419796
-1195.0012,419,417.438947
-992.7614,422,417.512051
-2030.4448,435,417.632783
7.5992737,240,417.663821
-794.48425,243,417.758706
-1143.206,370,417.81718
-113.78119,227,417.873798
-935.42633,295,417.980896
-1000.795,383,419.821171
-231.4224,370,419.862386
-1855.3513,403,419.951373
-2655.8755,417,420.070175
-1265.816,398,420.241346
-768.75415,411,420.298029
-902.2566,359,420.33042
-77.61507,313,420.401227
-258.7146,289,420.599545
-1316.3636,426,420.68723
-777.24384,347,420.692348
-1896.6401,392,420.804946
-438.881,310,420.917074
-780.7799,323,421.016503
-376.34747,229,421.042017
-2445.6445,461,421.166333
-832.0747,344,421.27811
-143.94728,262,421.292409
-55.299225,269,421.323956
-477.81177,274,421.605387
-550.9369,322,421.609435
-3012.4883,429,421.611673
-1631.6538,322,421.623906
-59.158157,241,423.625848
-1099.4531,351,423.782104
-235.58278,390,423.806996
-3077.3762,448,423.869332
-692.2173,256,424.046974
-504.63312,395,424.058467
-419.13904,356,424.173013
-901.7196,343,424.222841
-413.36954,224,424.276361
-1048.3362,371,424.439747
-396.59485,286,424.467894
-1718.4717,348,424.574251
-2201.6958,379,424.657119
-243.27713,235,424.670691
-694.3836,365,424.835132
-539.16956,273,424.940139
-3271.9397,418,425.002636
-381.98468,343,425.024156
-60.979004,240,425.080029
-525.26404,367,425.311592
-541.66785,311,425.317588
-932.0765,355,425.386334
-755.13135,365,425.449933
-292.6303,226,425.537999
-1033.1642,330,425.65097
-772.28894,287,427.373259
20.665146,242,427.428833
-2829.0403,424,427.461793
-2178.0085,383,427.690991
-827.5389,310,427.753435
-489.0302,427,427.827049
-2220.3303,432,427.90726
-1098.4873,372,428.132101
-1264.459,432,428.13331
-1990.2072,430,428.270882
-1594.1677,409,428.331219
-1108.4452,360,428.517172
-2083.2585,376,428.53361
-64.65202,265,428.554911
-868.11304,405,428.756635
-530.99506,238,428.780519
-9.674591,232,428.796433
-1263.2644,373,428.902946
-676.1853,239,429.044916
-1598.3264,355,429.130167
-1123.5502,341,429.138193
-320.0778,259,429.174893
-227.87993,315,429.371722
-345.5888,254,429.399768
-753.18933,385,431.235673
-1151.2487,389,431.304774
-307.25726,253,431.358509
-263.02667,273,431.408129
82.916985,226,431.598424
-1532.0582,348,431.616159
-774.17535,380,431.701185
-863.45874,401,431.827109
-421.9146,280,431.908246
-607.60254,348,431.960472
-813.8416,319,432.03861
-578.7274,295,432.143066
-1089.9651,379,432.319744
-374.9125,271,432.333577
-1760.9424,405,432.39608
-1706.975,409,432.578805
-1290.5116,402,432.759944
-640.33514,337,432.772761
-2082.831,421,432.797496
-28.81253,231,432.846053
-328.34723,253,433.041961
-198.79639,312,433.119777
-363.55463,322,433.154776
-471.43472,278,433.155778
133.71301,238,435.018292
-2267.7764,409,435.15352
-1096.5098,338,435.197496
-1988.6836,384,435.2511
5.699692,258,435.338774
4.3993073,232,435.420528
-623.74866,268,435.538821
-2535.3325,421,435.648716
-529.2184,357,435.714141
-213.25761,221,435.770375
-2215.3723,361,435.799684
-0.6126709,228,435.963692
-866.33875,337,436.029161
-483.65775,318,436.130697
-249.91924,328,436.180604
-1681.7386,394,438.050497
-67.63982,280,438.122119
-2776.4958,460,438.172417
-672.21594,376,438.185337
-375.16306,287,438.354154
-317.65564,218,438.41456
-1312.8826,352,438.550029
-2368.3418,416,438.56904
-548.5255,283,438.725456
-940.9368,384,438.776268
-142.00104,252,438.845527
-576.1047,320,438.903735
-207.46182,228,440.737553
-490.99796,330,440.777801
-940.97485,427,440.832682
-38.315567,222,441.016295
-750.42426,286,441.042069
-2186.2102,475,441.05507
-324.01862,260,441.110044
-296.93256,301,441.354209
-1379.3379,355,441.384096
-1043.8961,320,441.385053
-969.84235,386,441.506023
-168.14282,254,441.646553
-233.3187,224,441.736344
-1482.1135,384,441.777012
-1833.8903,424,441.787577
-611.13586,290,442.036851
-2380.6746,428,442.0914
-1092.738,295,442.09774
-535.1547,318,442.110996
-731.6903,335,442.385887
-1126.441,363,442.47136
-634.94086,385,442.504864
-3447.0908,448,442.54969
-149.03119,326,444.301004
-605.8831,231,444.331401
-446.67334,271,444.337942
-1095.427,383,444.566115
51.29088,239,444.611281
-548.3397,293,444.672669
-586.9011,342,444.69378
-543.5815,228,444.91943
-700.9901,369,445.008235
-2344.6736,424,445.021247
-1070.4668,391,445.120169
-360.34067,287,445.341121
-721.4715,327,445.373097
-2001.6704,418,445.384015
-202.48972,278,445.430798
-448.45697,286,445.67969
-892.8353,316,445.72049
-2357.5571,419,445.788416
-757.659,409,445.863556
1.9268799,248,445.941603
-625.50415,247,445.979668
-735.7977,356,446.162559
-894.8831,336,446.217811
-685.5517,304,446.261632
-761.8278,313,446.312401
-402.13217,219,446.452045
-433.67572,325,448.190043
-666.1469,304,448.293262
-491.25653,270,448.311679
-492.46774,250,448.448711
-86.50813,236,448.563279
-671.9927,331,448.588673
-860.229,356,448.698873
-568.0917,322,448.78147
-323.2942,279,448.853674
-990.5033,358,448.969884
-908.8762,396,449.129553
-596.0107,311,449.196351
-1818.4711,413,449.232951
-922.6899,345,449.342428
-320.09277,279,449.494209
-692.9514,418,449.576593
-926.4885,334,449.587949
5.5532837,236,449.594855
-204.6355,255,449.8629
-797.4574,352,449.864932
-252.94211,295,449.901051
-587.761,329,449.928097
-721.1148,282,450.228127
-1531.7365,393,450.311378
-1319.6699,395,450.31548
-990.9901,372,450.349212
-71.10565,222,452.114651
-244.58914,293,452.320132
-363.82227,321,452.344363
-575.7995,312,452.373694
-114.64552,248,452.418728
-368.5996,254,452.580891
-971.2714,296,452.676898
-292.89563,269,452.695393
-1216.4962,364,452.719092
-273.98053,241,452.92918
-265.88232,405,453.003118
-688.42,306,453.01555
-325.65768,323,453.060561
-190.78917,257,453.284311
-1286.9409,382,453.343682
-478.5279,361,453.411223
-1164.7085,413,453.510014
21.05539,263,453.570806
-149.93077,252,453.618278
-378.8192,289,453.728145
-1329.9015,377,453.924073
-1357.6217,383,453.990562
-715.41016,362,454.013837
-1362.3125,401,454.164381
-396.71027,232,454.267503
-76.41196,260,454.274094
-906.40674,347,454.304792
-209.08388,232,456.216405
-151.1196,231,456.347995
-711.5799,331,456.452913
-967.4895,337,456.493333
-595.16144,264,456.52698
-342.37067,271,456.73423
-1250.354,386,456.757277
-2138.261,417,456.970008
-2146.3364,468,456.988658
-803.0654,282,457.036708
-576.84174,271,457.046342
-1214.8033,379,459.124099
-1123.9979,333,459.156767
-2352.3882,401,459.169556
-1997.7249,426,459.246472
-338.67166,260,459.418776
-141.2514,292,459.579806
-1373.5864,378,459.595542
-1217.4792,406,459.613956
-508.88855,232,459.836931
-2663.1323,437,459.908779
-392.2102,360,460.0014
-371.86896,407,460.07453
-725.2972,338,462.019928
-1034.7018,384,462.158062
-944.12317,402,462.274536
-576.33575,371,462.316349
-1195.1687,346,462.43578
-440.2163,269,462.467878
16.381409,263,462.566806
95.81273,232,462.569101
-3.9902344,263,462.715467
-157.714,268,462.860554
-31.203262,294,462.895966
-1371.9718,413,462.922293
-1133.3431,335,463.088075
-388.3487,353,463.269447
-664.958,398,463.345863
-1604.0309,462,463.358206
-2190.3223,412,463.523842
42.015244,279,463.566497
-996.1778,395,463.780942
-1256.4423,422,463.797459
-570.93964,271,463.816629
-2117.9065,426,464.023532
-247.63107,256,464.089371
-308.02426,290,464.106568
-1161.4076,437,465.8564
-450.22745,391,466.098512
-1972.8854,387,466.164294
-2117.2124,377,466.171645
-1701.1348,451,466.401983
-1938.6682,409,466.55881
-1469.6357,376,466.585496
-1256.5237,413,466.633081
-28.281952,231,466.815326
-3143.3054,444,466.89285
-668.0095,337,467.003355
-1376.1978,414,467.040119
-184.594,238,467.154958
-778.81506,343,467.191678
-325.17792,283,467.353181
122.44915,219,467.430931
-1060.3973,407,467.44874
-793.2257,352,467.539588
-1678.1487,424,467.806778
-370.9645,361,467.834802
-1418.2771,411,467.873765
-893.76215,356,467.920196
-379.85284,338,469.847253
31.886032,286,469.863035
-1945.3562,387,469.95326
-2012.207,467,470.13109
-328.70477,269,470.177822
-99.207535,236,470.215751
-897.57245,412,470.32202
-49.066635,245,470.481583
-509.41327,378,470.544156
-1267.8961,397,470.613146
-858.4392,321,470.677543
-127.38313,260,470.770248
-14.0503845,246,470.815978
-341.66522,315,470.955703
-466.9604,321,471.027002
-299.3706,247,471.243551
-2438.3462,425,471.250852
-41.164,238,471.306756
-1845.9788,439,471.312588
-77.30565,227,471.562767
-446.04346,241,471.571537
-445.3266,323,471.603842
-1538.4326,400,471.678739
-614.9922,326,471.914518
-491.0342,284,471.98789
-1497.7056,361,471.993909
-1131.8615,395,471.996088
-67.96774,230,473.928004
-342.3551,230,473.936224
-2103.3367,451,474.094687
-1660.3401,417,474.136824
149.27097,229,474.1842
-376.2322,402,474.362419
-84.76509,263,474.376316
-342.95734,240,474.44265
-616.91956,325,474.485458
-537.7044,266,474.729553
-249.47037,347,474.735814
-412.27826,246,474.751924
-1076.1647,401,474.810292
-870.91394,322,475.107749
-231.71008,328,475.10779
-89.76793,319,475.120328
-2061.67,458,475.330587
77.191315,221,475.351402
-436.278,363,475.4992
-2453.6506,433,475.587575
-357.8571,257,475.60163
-265.81207,287,475.654453
-55.177216,262,475.780115
-499.99078,307,475.91896
-454.53058,362,477.709347
-446.25708,332,477.74652
-1887.016,411,477.978446
-639.33264,356,478.056994
-810.5497,354,478.128231
-811.723,385,478.178764
-224.10825,299,478.295799
-531.87854,251,478.320309
-585.0868,371,480.303894
-1028.0479,371,480.35382
-235.8927,272,480.364918
-749.01074,287,480.404005
109.02972,217,480.573645
26.061539,223,480.591919
-715.6606,271,480.681859
-1551.8938,428,480.742759
-135.93326,244,480.835089
28.526672,228,480.836114
-148.07292,318,481.029505
-1171.8483,358,481.138492
-613.8396,324,481.193652
-1044.8756,382,481.255206
-377.83728,260,481.320483
-260.0382,284,481.455302
-385.94592,310,481.536393
-471.01672,328,481.615634
107.161514,228,481.693815
-1703.5074,428,483.412596
-987.26654,337,483.546983
-918.56805,348,483.635526
-103.10127,285,483.650333
-409.20953,316,483.771107
-1124.827,367,483.939838
-257.92355,291,483.951124
-255.28813,230,484.0194
-1785.0878,431,484.116757
-240.42352,284,484.257799
-1272.8129,335,484.302547
-806.16003,354,484.40408
-246.07516,282,484.423605
-436.00952,299,484.580211
-835.5824,339,484.6639
-871.3743,346,484.770649
-1111.4556,361,484.80692
-375.71088,337,484.936448
-297.10968,296,484.981868
-1062.6606,327,485.119092
-13.986618,231,485.187158
-1315.7955,391,485.226244
-562.7387,249,485.386539
-928.78076,415,485.424196
-421.09238,225,485.425206
-305.66614,253,485.490151
-722.4703,342,487.541529
-1001.0005,373,487.57517
-2182.3315,438,487.604071
-1119.1628,397,487.665221
-132.76749,218,487.799759
-540.7849,332,487.955518
-1276.947,420,487.986545
-2458.7446,436,488.133886
-468.79584,345,488.175989
-1000.8888,350,488.364477
-1520.4084,407,488.395167
-271.19666,337,488.535312
-2322.604,446,488.614707
-253.7884,244,488.6569
-610.2106,299,488.683545
-345.5559,311,488.945303
-839.4763,429,488.994302
-585.4767,333,489.037296
-2541.6504,407,489.089065
-320.89642,281,489.293305
-1409.5236,412,489.383756
-1524.3428,404,489.467851
-817.14716,400,491.185987
-146.13344,296,491.309049
-709.5725,287,491.482033
-594.0765,383,491.499325
-193.32072,278,491.607221
-546.89,389,491.629826
-739.73413,305,491.800174
-212.49556,295,491.917089
-1285.185,438,491.956556
-1579.5011,422,492.074649
-1187.1362,375,492.193759
-260.32785,373,492.304567
-19.509506,235,492.316774
-1865.1433,438,492.412095
-937.71796,349,492.550797
-468.4837,324,492.638645
-886.9289,386,492.713721
-245.58423,221,492.776961
-1921.807,417,492.834145
-705.2981,375,493.020213
-348.83374,319,493.0399
-278.0149,277,493.059456
-1023.5072,399,493.243819
-482.3276,291,495.091175
-735.75085,388,495.1991
-1150.8948,380,495.237669
-782.3173,380,495.439652
-166.38863,276,495.50796
-1119.1815,403,495.556485
-978.85547,371,495.636877
-581.5597,351,495.83853
-1233.5518,392,495.953383
-768.0031,278,495.963194
-1768.1163,398,496.009152
-600.67474,392,496.265346
-529.2881,300,496.281121
-630.0564,339,496.341766
-1366.3401,379,496.434963
-588.9611,306,496.605814
-815.05096,300,496.615554
-111.39203,284,496.649916
-294.96735,251,496.704481
-93.743774,256,496.926106
-304.82104,331,496.969503
-68.58293,304,497.024978
-423.76343,402,497.030084
-700.98975,313,497.25423
-906.84595,297,499.001319
-299.39893,369,499.017883
-458.99072,337,499.057826
-413.75415,257,499.37887
-1057.1123,359,499.38409
-509.13876,274,499.432539
-1309.0171,470,501.693999
-758.3249,320,501.83133
-73.67108,286,501.835933
-839.6013,330,501.838024
-53.985764,228,502.069628
-174.67494,264,502.115167
-1460.6941,408,502.133933
-1007.1082,350,502.204206
-429.38928,251,502.34155
-40.75679,300,502.464344
-1240.9738,428,502.594043
8.0009,254,502.636104
-1818.5063,424,502.688468
-52.982162,307,502.823437
-1115.9875,316,502.995811
-428.91376,364,503.010745
-146.49838,286,503.012961
-1332.1849,416,503.290714
-17.291275,266,503.310809
-245.65312,309,503.360993
-1117.4225,427,505.10207
97.736534,217,505.246613
-193.4511,327,505.319111
-1603.6353,473,505.453455
-463.63345,249,505.510195
-1354.0554,408,505.555997
106.39171,232,505.55906
-699.19293,355,505.814509
-715.39856,307,505.822591
-517.5667,367,505.936257
-1436.033,409,505.980222
-457.92358,295,506.136786
-440.11752,386,506.225397
-463.1547,399,506.359228
-1214.0068,385,506.384822
-553.26917,368,506.518507
67.03427,226,506.588168
-975.6548,402,506.636398
-617.27716,278,506.666759
-589.7225,326,506.853017
-735.431,358,506.963683
-96.21777,316,507.001463
-1821.005,460,507.121553
-829.7066,319,507.1914
-178.4475,297,508.940101
-787.4188,324,509.047565
-166.71494,269,509.120824
-339.27844,280,509.1992
-258.7312,263,509.335432
-183.53455,283,509.420774
-1452.032,421,509.438042
-437.9603,260,509.476322
-25.673874,241,509.586402
-158.91539,265,509.694848
-132.2655,269,509.716762
-106.42131,275,509.765068
80.91673,233,509.833758
-564.7597,328,510.117914
-1334.9535,410,510.134785
-706.1104,422,510.170209
-1187.8324,364,510.225903
-103.817535,230,510.356293
-290.12155,264,510.502107
-198.58159,387,510.575035
-1397.2626,475,510.634016
-795.2893,362,510.736652
-508.96088,334,510.850634
-53.088806,287,510.936298
-525.86395,377,510.971645
-383.32922,293,511.047034
-240.97916,358,512.931256
63.079773,249,512.939541
-351.38788,355,513.02213
-605.9849,395,513.174686
42.38234,249,513.208101
-269.17514,328,513.285325
-110.84114,278,513.314568
63.785385,239,513.429191
-754.827,325,513.627342
-346.94666,419,513.648577
114.427864,219,513.656701
-2612.206,464,513.800801
-268.01694,286,513.935225
-416.3238,375,514.057486
-635.79974,406,514.101203
-666.6236,344,514.183326
-174.23337,224,514.183362
3.5822449,249,514.331865
-463.40454,238,514.363354
118.15415,249,514.456339
-838.7822,405,514.612866
-525.4399,242,514.6129
-508.41986,330,514.674574
-116.565216,235,514.695191
14.357758,233,514.860002
-73.00403,222,514.912358
-25.632767,234,514.944535
-830.36096,398,516.591648
-269.8405,279,516.742676
-228.98073,305,516.833573
-358.23975,327,516.891372
-438.6993,347,517.009642
-578.7431,393,517.182957
-144.98392,283,517.202475
-470.80316,392,517.261897
-1434.4883,424,517.468125
126.95385,225,517.503278
-551.9518,306,517.510638
-938.5762,392,517.621646
-592.9502,363,517.904171
-556.559,360,517.908248
-1130.1005,404,517.91034
-540.8169,261,517.913762
-462.50015,225,518.154842
-109.03418,282,518.209727
-297.22818,302,518.237459
-208.05635,239,518.423983
-2056.1096,470,518.426991
30.934967,235,518.46784
-26.933151,255,518.511402
-327.67548,270,518.697065
-144.39186,245,518.715897
-124.911575,316,518.746537
-1462.2554,404,520.586731
65.60301,296,522.593342
-255.82732,307,522.638221
-930.01105,393,522.676831
-737.7692,351,522.858132
-49.368744,347,522.951716
-327.4541,335,523.021147
-1137.517,419,523.07128
-57.741486,273,523.238927
-181.36366,269,523.305007
-719.99225,426,523.307022
-131.07181,282,523.370745
-190.87291,348,523.611045
-281.66907,288,523.615186
-513.53406,292,523.617581
-1167.3746,417,523.816901
-180.31653,309,523.941481
-1043.4497,381,524.014462
-783.6314,416,524.046194
-282.72125,264,524.215901
-167.0022,233,524.255008
-1253.808,446,524.274054
-206.4707,318,524.373349
-410.0063,329,526.136142
-743.18024,353,526.217009
-408.371,358,526.247377
-368.20435,323,526.321014
-220.14064,252,526.510022
-1162.2502,405,526.603653
-448.58475,334,526.621196
-208.49983,318,526.666337
-1095.3147,334,526.860261
-304.01434,283,526.902055
-57.640747,224,526.905138
-986.4745,424,527.072428
-226.89738,278,527.202817
-805.66003,396,527.284517
-1050.7437,390,527.320428
-696.771,399,527.49436
-179.4843,280,527.499789
10.049789,250,527.547085
-566.4501,296,527.62686
-422.99396,289,527.841006
-969.6192,367,527.868414
-154.42166,269,527.902149
-123.051926,408,527.915872
-350.7751,255,528.104442
-169.36194,298,528.179145
-880.1712,293,528.207282
-570.3716,380,529.891107
-1164.3441,364,530.098448
53.28328,236,530.169905
-353.22943,377,530.211574
-1724.5621,469,530.279126
-149.49521,280,530.463413
-735.292,404,530.518772
-1615.8412,414,530.644528
-9.832779,249,530.724289
-1721.4762,449,530.751179
-967.6899,376,530.917512
-419.0838,339,531.005834
-831.3782,367,531.136352
-1042.7505,438,531.184932
-167.5371,248,531.261043
-542.12555,360,531.291428
-89.898636,312,531.475024
-358.67053,292,531.584737
-444.16327,430,531.655238
-613.3286,342,531.670603
-283.70782,309,532.010995
-1873.2523,478,532.016059
-872.06775,404,532.04277
-500.8794,348,532.065286
-27.245056,278,534.217423
-151.67467,290,534.224371
-432.6972,346,534.341791
-362.3565,380,534.353047
-30.248398,255,534.491244
-274.67087,223,534.586308
6.4187317,246,534.599004
-576.9324,407,534.642924
-1030.1018,379,534.88131
-102.62816,303,534.907199
-105.81842,266,534.914499
-1807.9171,424,535.0162
-505.74652,232,535.148115
-1056.7148,403,535.313038
-688.9415,374,535.316207
-110.983765,328,535.371634
121.64988,238,535.55175
-1672.7496,398,535.563175
-738.122,424,535.732922
-1342.2036,370,535.738081
67.85391,252,535.814906
-41.928482,246,535.984977
-1438.8333,474,536.032079
-559.7821,331,537.740741
-2267.656,445,537.790223
-56.660538,305,537.915121
-121.86418,275,538.052617
-842.9553,408,538.066905
-326.2934,296,538.217814
-1092.844,415,538.236273
-880.974,345,538.422983
-1514.2194,422,538.486672
77.692795,259,538.502475
-114.863266,323,538.548045
122.94217,264,538.693656
-1154.5918,382,538.883153
-244.20064,385,538.901757
-1071.2561,382,538.944252
-671.48315,347,539.054171
-829.02905,367,539.285474
113.16451,248,539.312973
-894.98206,431,539.330876
-211.89279,373,539.334806
-541.2302,299,539.587752
-168.72382,266,539.600125
