rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/loss,train/value_loss,train/clip_fraction,train/n_updates,train/approx_kl,train/entropy_loss,train/learning_rate,train/explained_variance,train/std,train/clip_range,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
320.6,124,1925,1015808,-470.666259765625,527,359.1977233886719,1064.4593161582948,0.02071533203125,1230,0.0031948679,-1.1568399839103223,0.0003,0.9203064441680908,0.76596599817276,0.2,-0.0022209757433302004,,
334.16,125,1926,1024000,-546.8302612304688,531,912.7507934570312,1310.2457319259643,0.027685546875,1240,0.0019876752,-1.1460068931803107,0.0003,0.9034305810928345,0.7619999051094055,0.2,-0.0025997632761573185,,
335.06,126,1927,1032192,-549.1884765625,535,899.4747924804688,1677.7468811035155,0.03653564453125,1250,0.0038415163,-1.1437873598188162,0.0003,0.8810847997665405,0.7581022381782532,0.2,-0.0028895635779917937,,
,,,1040000,,,1045.1612548828125,1931.3634866714478,0.039599609375,1260,0.004621991,-1.1380932996049524,0.0003,0.8619176745414734,0.7549314498901367,0.2,-0.003185336754177115,-186.17144775390625,350.4
337.64,127,1922,1040384,-571.5093994140625,541,,,,,,,,,,,,,
343.49,128,1923,1048576,-587.530517578125,545,535.895263671875,1255.5000379562377,0.02984619140625,1270,0.0014426303,-1.1360778173431754,0.0003,0.9147056341171265,0.7535533905029297,0.2,-0.0015483748886254034,,
336.78,129,1923,1056768,-523.6992797851562,549,542.1585083007812,1376.643434906006,0.026220703125,1280,0.0028630956,-1.1267849564552308,0.0003,0.9184293150901794,0.742975115776062,0.2,-0.0027918841855353095,,
337.7,130,1923,1064960,-497.6955871582031,553,576.0709228515625,1176.2768231391906,0.028369140625,1290,0.0040616645,-1.1150690836831927,0.0003,0.9151673316955566,0.7343350648880005,0.2,-0.0026961477508848477,,
336.42,131,1923,1073152,-427.9076843261719,557,508.5297546386719,1078.862986421585,0.03211669921875,1300,0.003897778,-1.1013777131214737,0.0003,0.9132841229438782,0.7242409586906433,0.2,-0.003702078209607862,,
,,,1080000,,,382.44793701171875,848.6067981719971,0.02169189453125,1310,0.003062808,-1.0871239762753249,0.0003,0.9368535280227661,0.7140414118766785,0.2,-0.0008115882676065667,-286.6015319824219,339.0
333.78,132,1917,1081344,-404.32647705078125,563,,,,,,,,,,,,,
326.39,133,1918,1089536,-366.07061767578125,567,502.6004943847656,1206.9968581199646,0.038037109375,1320,0.0040434925,-1.0754935080185533,0.0003,0.9066171646118164,0.7056970000267029,0.2,-0.0022269659504672744,,
321.96,134,1919,1097728,-344.5352478027344,571,495.54034423828125,1239.3185903549195,0.02806396484375,1330,0.0026445794,-1.0651009222492576,0.0003,0.8937125205993652,0.69956374168396,0.2,-0.0021679906760255106,,
324.79,135,1919,1105920,-366.8814697265625,576,419.51239013671875,887.6297105789184,0.02874755859375,1340,0.0041041174,-1.0546370616182685,0.0003,0.9207769632339478,0.69194096326828,0.2,-0.002059803696010931,,
323.73,136,1921,1114112,-340.0163269042969,579,449.9954528808594,1077.4898221969604,0.0170166015625,1350,0.0034884028,-1.0390100685879589,0.0003,0.9036658406257629,0.6795984506607056,0.2,-0.0008779453786701197,,
,,,1120000,,,455.2895202636719,946.4702495098114,0.0283203125,1360,0.0034285553,-1.0317751925438643,0.0003,0.9103288650512695,0.6784811019897461,0.2,-0.0011468942870124011,-191.01280212402344,331.95
328.99,137,1917,1122304,-350.6639404296875,585,,,,,,,,,,,,,
329.8,138,1918,1130496,-327.3439636230469,589,476.4817199707031,1001.0390886306762,0.01712646484375,1370,0.0022547408,-1.028546237014234,0.0003,0.9055819511413574,0.6775193810462952,0.2,-0.0014528444262396079,,
326.53,139,1919,1138688,-326.26904296875,593,392.0528259277344,665.3877341270447,0.024560546875,1380,0.003692756,-1.0171284845098854,0.0003,0.935125470161438,0.663659930229187,0.2,-0.0015827239742066013,,
327.57,140,1920,1146880,-323.9754943847656,597,482.82562255859375,1243.6282485961915,0.021728515625,1390,0.0025678761,-0.9982608423568309,0.0003,0.878943145275116,0.6530569195747375,0.2,-0.001353039553578128,,
331.2,141,1921,1155072,-318.11993408203125,601,451.83551025390625,1071.47259016037,0.0536376953125,1400,0.005222594,-0.9829851533286273,0.0003,0.8986623883247375,0.6440488696098328,0.2,-0.0043058161852968626,,
,,,1160000,,,346.36505126953125,875.0696618556976,0.0247314453125,1410,0.0028515076,-0.97174939988181,0.0003,0.909701943397522,0.6375308632850647,0.2,-0.0008077924579993123,-90.4789810180664,328.65
330.7,142,1916,1163264,-303.5733642578125,606,,,,,,,,,,,,,
324.67,143,1917,1171456,-237.6431884765625,611,240.94805908203125,670.742303609848,0.02286376953125,1420,0.0034767748,-0.9667740118689835,0.0003,0.9262146949768066,0.6361152529716492,0.2,-0.00011710629369190428,,
319.12,144,1918,1179648,-206.38455200195312,614,360.3292236328125,794.4240234851837,0.02464599609375,1430,0.0031487397,-0.9630796466954052,0.0003,0.9051792621612549,0.6325534582138062,0.2,-0.0012378351158986334,,
319.42,145,1919,1187840,-184.4882354736328,618,515.5775756835938,1249.8270301818848,0.04444580078125,1440,0.003886914,-0.9520307131111622,0.0003,0.8637679815292358,0.6232765913009644,0.2,-0.0027262158357189035,,
326.11,146,1920,1196032,-233.62672424316406,622,321.24639892578125,737.740812587738,0.035009765625,1450,0.0038298906,-0.9266252005472779,0.0003,0.9107257723808289,0.6027991771697998,0.2,-0.0012152806790254544,,
,,,1200000,,,440.6649475097656,784.1913859844208,0.06373291015625,1460,0.006287034,-0.8991025740280747,0.0003,0.9124992489814758,0.5908528566360474,0.2,-0.003812721511349082,-132.52523803710938,345.95
329.83,147,1914,1204224,-238.71661376953125,628,,,,,,,,,,,,,
339.13,148,1915,1212416,-250.77455139160156,632,309.3763732910156,752.8578030586243,0.03338623046875,1470,0.002868313,-0.8896768284030259,0.0003,0.9099302291870117,0.5878905653953552,0.2,-0.0012610563147973154,,
335.0,149,1917,1220608,-230.5653076171875,636,220.88536071777344,728.4982470989228,0.0442138671875,1480,0.0052561616,-0.8797577902674675,0.0003,0.9105367064476013,0.5814592242240906,0.2,-0.0019406687828450232,,
327.94,150,1917,1228800,-180.44261169433594,640,271.6081237792969,544.142262840271,0.04935302734375,1490,0.0052834456,-0.8755251672118902,0.0003,0.9245559573173523,0.5799452662467957,0.2,-0.003010976896257489,,
333.77,151,1918,1236992,-207.45179748535156,644,200.22657775878906,630.263866853714,0.04903564453125,1500,0.0044455267,-0.8753889054991305,0.0003,0.9167075157165527,0.582308292388916,0.2,-0.0028037710864737162,,
,,,1240000,,,275.5932312011719,685.6382557868958,0.0221923828125,1510,0.0023522247,-0.8773415724746882,0.0003,0.9054961204528809,0.5819652080535889,0.2,-5.216589488554746e-05,39.79908752441406,302.55
331.37,152,1913,1245184,-203.22560119628906,650,,,,,,,,,,,,,
339.03,153,1914,1253376,-236.10757446289062,654,421.9715270996094,786.1301465511322,0.05064697265625,1520,0.0035860657,-0.8762906838208437,0.0003,0.9118462800979614,0.5802150964736938,0.2,-0.004248608068155591,,
343.57,154,1915,1261568,-234.2086181640625,658,210.53013610839844,617.5474187374115,0.02633056640625,1530,0.0023177755,-0.8641697312705219,0.0003,0.9256628751754761,0.5711315870285034,0.2,-0.0011886899013916264,,
339.08,155,1916,1269760,-208.7832794189453,662,214.68402099609375,501.765013718605,0.0632568359375,1540,0.0050512566,-0.8585468458943069,0.0003,0.9305722117424011,0.5690817832946777,0.2,-0.004314482213521842,,
339.83,156,1917,1277952,-207.52496337890625,666,277.36669921875,679.704459142685,0.04117431640625,1550,0.0037462944,-0.8546261139214039,0.0003,0.9154293537139893,0.5679710507392883,0.2,-0.0018785582778946264,,
,,,1280000,,,265.6525573730469,717.6387024879456,0.0326416015625,1560,0.0035609955,-0.8482479209080338,0.0003,0.9155527353286743,0.5614504218101501,0.2,-0.0005920128620346077,-107.58589172363281,351.15
340.61,157,1911,1286144,-204.84164428710938,672,,,,,,,,,,,,,
333.55,158,1911,1294336,-187.23973083496094,676,484.7971496582031,853.7082467555999,0.0255126953125,1570,0.0036728345,-0.8416914855130017,0.0003,0.8938173055648804,0.5609848499298096,0.2,-0.00026374962108093313,,
332.69,159,1912,1302528,-177.76925659179688,680,340.91229248046875,701.3963003635406,0.03343505859375,1580,0.004779216,-0.8374783736653626,0.0003,0.9059552550315857,0.5586149096488953,0.2,-0.0008550858648959548,,
322.53,160,1914,1310720,-123.4581527709961,684,448.42730712890625,632.6340538501739,0.03092041015625,1590,0.0032785782,-0.8155444364063442,0.0003,0.9203426241874695,0.5409530401229858,0.2,-0.0016813404054119019,,
313.85,161,1914,1318912,-71.64476776123047,688,332.3082275390625,746.8881043910981,0.02620849609375,1600,0.0016710532,-0.7998527770861983,0.0003,0.898648738861084,0.5348381996154785,0.2,-0.0002617733083752682,,
,,,1320000,,,143.0923309326172,338.41394526958464,0.03389892578125,1610,0.0025703048,-0.7915378839708864,0.0003,0.9480780363082886,0.5331215858459473,0.2,0.0001936782942721038,-25.581106185913086,345.8
322.88,162,1909,1327104,-121.05538177490234,694,,,,,,,,,,,,,
323.28,163,1910,1335296,-95.9659652709961,699,228.5830535888672,649.6313395023346,0.03333740234375,1620,0.0036123756,-0.7829904215410352,0.0003,0.9150834083557129,0.5260829925537109,0.2,-0.0006941516065126052,,
325.08,164,1910,1343488,-118.70089721679688,703,227.1973419189453,486.09936487674713,0.0415771484375,1630,0.003985552,-0.7780571409501136,0.0003,0.9329218864440918,0.5288324356079102,0.2,-0.0007109011407010257,,
331.93,165,1910,1351680,-139.08168029785156,707,254.24334716796875,811.0893935203552,0.04287109375,1640,0.0038784095,-0.7734749741852284,0.0003,0.8960341215133667,0.5215190649032593,0.2,-0.0018314112669031602,,
330.3,166,1910,1359872,-102.72515869140625,711,222.62750244140625,442.913370513916,0.04315185546875,1650,0.0031993398,-0.757537419628352,0.0003,0.9373556971549988,0.5121635794639587,0.2,-0.0018164384040574078,,
,,,1360000,,,195.058837890625,411.490669131279,0.0371826171875,1660,0.00416804,-0.7457100429572165,0.0003,0.9395509958267212,0.5099015235900879,0.2,0.0002554999056883389,158.16543579101562,307.75
332.51,167,1906,1368064,-113.41124725341797,717,,,,,,,,,,,,,
335.08,168,1908,1376256,-93.00965881347656,721,236.84751892089844,710.0730025291443,0.03370361328125,1670,0.0030462958,-0.7451701549813151,0.0003,0.8958065509796143,0.50882887840271,0.2,-0.0023044863581162646,,
335.52,169,1908,1384448,-88.41820526123047,725,495.40216064453125,634.9700342655182,0.0320068359375,1680,0.0031283156,-0.7322149409912526,0.0003,0.8983770608901978,0.5009320974349976,0.2,0.0003403805269044824,,
336.29,170,1908,1392640,-79.1374740600586,729,147.77975463867188,356.83499400615693,0.04176025390625,1690,0.0030638718,-0.71900580143556,0.0003,0.9401515126228333,0.49530208110809326,0.2,-0.0006942964500922244,,
,,,1400000,,,243.0081787109375,360.33077080249785,0.03304443359375,1700,0.003977253,-0.7084059020504355,0.0003,0.9454524517059326,0.48906195163726807,0.2,0.0002563713238487253,65.95585632324219,332.95
341.81,171,1904,1400832,-86.70181274414062,735,,,,,,,,,,,,,
344.65,172,1905,1409024,-68.74478149414062,739,377.4109802246094,555.7852471828461,0.0503662109375,1710,0.005817961,-0.6989391496405005,0.0003,0.9063326120376587,0.4835396409034729,0.2,-0.0018088899265421786,,
340.59,173,1904,1417216,-63.272708892822266,744,223.28370666503906,460.22968554496765,0.0406982421875,1720,0.0034180384,-0.6841708807274699,0.0003,0.928604006767273,0.47637486457824707,0.2,-0.0008219518771511502,,
336.97,174,1905,1425408,-70.88813781738281,748,184.6412353515625,461.1947761535645,0.03963623046875,1730,0.0035272646,-0.6740220150910318,0.0003,0.924209475517273,0.4741305708885193,0.2,0.0001951658055986627,,
337.97,175,1906,1433600,-72.7659683227539,751,386.65411376953125,603.0098360538483,0.039208984375,1740,0.0041512297,-0.663401141948998,0.0003,0.9002423286437988,0.46749991178512573,0.2,0.0003500193772197235,,
,,,1440000,,,122.97830200195312,314.8189039707184,0.0461181640625,1750,0.003286659,-0.645466897264123,0.0003,0.9419513940811157,0.4584791362285614,0.2,0.00042060165833390784,-17.073923110961914,352.7
326.67,176,1903,1441792,-32.40174865722656,757,,,,,,,,,,,,,
330.14,177,1904,1449984,-38.74296951293945,761,167.2128143310547,351.17494521141055,0.0456787109375,1760,0.0050930846,-0.6330103076063096,0.0003,0.9357905983924866,0.4522370398044586,0.2,0.0006165947426779895,,
336.14,178,1905,1458176,-39.5044059753418,765,272.796875,436.29470603466035,0.04879150390625,1770,0.0067458106,-0.6278576139360666,0.0003,0.9271590709686279,0.45415768027305603,0.2,-0.0006836392891273136,,
332.09,179,1905,1466368,-19.118898391723633,769,221.5474853515625,368.48564834594725,0.04932861328125,1780,0.003674018,-0.6293898995965719,0.0003,0.9376512169837952,0.4532804489135742,0.2,-0.00014555101206497055,,
338.71,180,1906,1474560,-40.9449577331543,773,94.49888610839844,321.4974120616913,0.0560302734375,1790,0.004608169,-0.6314536033198237,0.0003,0.9400603175163269,0.45576804876327515,0.2,-0.00021959743735351368,,
,,,1480000,,,207.16171264648438,462.586887049675,0.03656005859375,1800,0.0047334754,-0.6419004840776324,0.0003,0.915115237236023,0.4629533588886261,0.2,-0.0011323247039399576,11.796770095825195,342.65
336.62,181,1902,1482752,-42.17876052856445,779,,,,,,,,,,,,,
336.9,182,1904,1490944,-46.694522857666016,783,561.5374755859375,458.67965371608733,0.0400634765625,1810,0.004059246,-0.6402355673722923,0.0003,0.9156334400177002,0.45668908953666687,0.2,-0.0008714474635780789,,
336.77,183,1905,1499136,-49.715518951416016,786,357.61492919921875,496.5548179388046,0.04158935546875,1820,0.004239515,-0.6200542563572526,0.0003,0.9117988348007202,0.4495430886745453,0.2,0.0013770932113402524,,
339.54,184,1906,1507328,-55.17869567871094,790,191.78085327148438,365.3325176715851,0.03624267578125,1830,0.0032613724,-0.6222198145464063,0.0003,0.9299600124359131,0.45257994532585144,0.2,0.0005867876150659867,,
340.09,185,1907,1515520,-39.945980072021484,794,289.5794372558594,348.5589577436447,0.043994140625,1840,0.004458875,-0.6140765935182572,0.0003,0.9254235625267029,0.4431666433811188,0.2,0.0007007137955952203,,
,,,1520000,,,213.03993225097656,423.5428422927856,0.043408203125,1850,0.0059354594,-0.5956923324614763,0.0003,0.9196961522102356,0.4366515278816223,0.2,0.0005087285993795376,72.57063293457031,345.7
336.49,186,1904,1523712,-32.212677001953125,800,,,,,,,,,,,,,
335.88,187,1904,1531904,-15.655255317687988,804,348.7810974121094,495.08405804634094,0.05384521484375,1860,0.0060206093,-0.5884282935410738,0.0003,0.8956955671310425,0.43606147170066833,0.2,-8.620120188425062e-05,,
331.27,188,1905,1540096,-5.262874126434326,808,158.28402709960938,430.1886097192764,0.0398193359375,1870,0.0031659831,-0.5888088169507683,0.0003,0.9139546155929565,0.4366205632686615,0.2,-0.0015973368117556674,,
325.01,189,1906,1548288,10.334192276000977,812,264.7978820800781,496.78208842277525,0.05274658203125,1880,0.0044873348,-0.5831670193001628,0.0003,0.8950705528259277,0.430697500705719,0.2,0.000957272968662437,,
330.47,190,1906,1556480,4.222112655639648,816,175.76348876953125,446.8734595537186,0.07025146484375,1890,0.0059990985,-0.5771259853616357,0.0003,0.9078202247619629,0.43020474910736084,0.2,-0.0029180594541685424,,
,,,1560000,,,195.3766632080078,316.6134689331055,0.0619384765625,1900,0.0055490825,-0.5761398044414818,0.0003,0.9348267316818237,0.4309808611869812,0.2,-3.1671394754084756e-05,63.23645782470703,333.95
323.89,191,1902,1564672,9.202930450439453,822,,,,,,,,,,,,,
322.9,192,1902,1572864,14.18637466430664,826,250.1337890625,601.4818674564361,0.03763427734375,1910,0.005885973,-0.5717969031073153,0.0003,0.8625223636627197,0.42676088213920593,0.2,0.00162384438663139,,
326.08,193,1903,1581056,12.925498962402344,830,155.4743194580078,519.169194316864,0.0556884765625,1920,0.008978484,-0.5593320330604911,0.0003,0.8912090063095093,0.42173901200294495,0.2,-3.504297674226109e-05,,
329.72,194,1904,1589248,16.14531707763672,834,210.46551513671875,343.651398563385,0.038232421875,1930,0.0057278266,-0.5412330984137952,0.0003,0.9267352819442749,0.4113878905773163,0.2,-0.00048776916519273074,,
337.7,195,1905,1597440,-2.7777099609375,838,133.5742645263672,352.7449640750885,0.04693603515625,1940,0.00755,-0.5261709153652191,0.0003,0.9215978384017944,0.4083741307258606,0.2,0.0006934622695553116,,
,,,1600000,,,301.8460998535156,546.4017739057541,0.06136474609375,1950,0.006120634,-0.519542898144573,0.0003,0.8760044574737549,0.4063464105129242,0.2,-0.0015211530844680965,194.1028594970703,298.3
343.69,196,1902,1605632,-21.42218780517578,843,,,,,,,,,,,,,
340.83,197,1903,1613824,-4.819429874420166,847,139.3840789794922,358.7890542268753,0.06409912109375,1960,0.006781724,-0.5150770762003958,0.0003,0.9190893173217773,0.40472298860549927,0.2,0.0003380707712494768,,
336.73,198,1904,1622016,11.079855918884277,851,184.62608337402344,359.565557718277,0.0455810546875,1970,0.004548638,-0.5015871722251177,0.0003,0.9197630882263184,0.3962565064430237,0.2,-0.0005993515806039795,,
335.52,199,1905,1630208,33.41838073730469,855,389.9853210449219,440.883447098732,0.05150146484375,1980,0.004978275,-0.4962027569767088,0.0003,0.8959957957267761,0.39742207527160645,0.2,-0.00022404422816180158,,
333.63,200,1906,1638400,50.58854675292969,859,81.35690307617188,286.6335352420807,0.05369873046875,1990,0.0039833924,-0.4940681362524629,0.0003,0.9343253374099731,0.39492639899253845,0.2,0.0005628799317491939,,
,,,1640000,,,96.4558334350586,293.68264491558074,0.06378173828125,2000,0.004942248,-0.4837429033126682,0.0003,0.9348409175872803,0.3906310498714447,0.2,-0.00090520973681123,109.18033599853516,346.75
337.32,201,1903,1646592,45.14226531982422,865,,,,,,,,,,,,,
339.02,202,1904,1654784,28.820493698120117,868,276.8815002441406,340.5306401968002,0.0518310546875,2010,0.0041086692,-0.4596409276127815,0.0003,0.9261175394058228,0.37876397371292114,0.2,0.00026515330573602115,,
342.24,203,1905,1662976,21.94771957397461,872,356.3111572265625,439.0631192445755,0.0392822265625,2020,0.0030548347,-0.44793524048291145,0.0003,0.9075314402580261,0.3780163824558258,0.2,-0.0006388302033883519,,
348.89,204,1906,1671168,-10.089020729064941,876,106.9037094116211,225.4046805858612,0.0400146484375,2030,0.0043966696,-0.44582482501864434,0.0003,0.9394432902336121,0.37809333205223083,0.2,0.0016472602022986394,,
352.11,205,1907,1679360,-40.322872161865234,880,349.1690673828125,608.5570384025574,0.04764404296875,2040,0.0042603808,-0.4453285149298608,0.0003,0.8789932727813721,0.3767770528793335,0.2,-0.0021413727256003766,,
,,,1680000,,,544.2772827148438,494.6476031303406,0.0654296875,2050,0.005176411,-0.4478408867493272,0.0003,0.8977382779121399,0.379972904920578,0.2,0.0009078079008759232,121.69151306152344,317.25
354.09,206,1904,1687552,-19.476648330688477,886,,,,,,,,,,,,,
347.87,207,1905,1695744,-21.085865020751953,889,210.7078094482422,361.33988358974455,0.052978515625,2060,0.0060499394,-0.4485962254460901,0.0003,0.9182813763618469,0.37866243720054626,0.2,0.0013377265600865939,,
340.9,208,1906,1703936,0.00645523052662611,893,153.2216339111328,480.4585535764694,0.05826416015625,2070,0.0053813527,-0.4448831920512021,0.0003,0.9011207818984985,0.3763604462146759,0.2,0.000760804783567437,,
328.63,209,1907,1712128,47.505210876464844,897,115.62805938720703,313.3184674978256,0.05712890625,2080,0.005622969,-0.4315067537594587,0.0003,0.9270171523094177,0.3698018789291382,0.2,0.001012216414528666,,
,,,1720000,,,135.0268096923828,366.86882338523867,0.04901123046875,2090,0.005246701,-0.4219564490020275,0.0003,0.9206066131591797,0.3679722249507904,0.2,0.0010046756709016335,104.32072448730469,324.55
327.4,210,1904,1720320,27.62875747680664,903,,,,,,,,,,,,,
323.91,211,1905,1728512,44.62733840942383,906,176.39144897460938,447.99262568950655,0.05634765625,2100,0.0034895106,-0.41237179301679133,0.0003,0.9088528156280518,0.3648929297924042,0.2,0.00048278190079145136,,
330.75,212,1906,1736704,32.250465393066406,910,148.75192260742188,396.6860178232193,0.05621337890625,2110,0.002848892,-0.4134353332221508,0.0003,0.9146837592124939,0.3656603991985321,0.2,0.0009735191495565231,,
340.93,213,1907,1744896,0.3666636645793915,914,97.9931640625,386.72400934696196,0.0503173828125,2120,0.003800347,-0.4094957014545798,0.0003,0.9195181727409363,0.3636227250099182,0.2,-0.0009162711696262705,,
335.3,214,1907,1753088,33.661861419677734,918,190.5293426513672,475.8452312231064,0.04085693359375,2130,0.0033656922,-0.40119323497638104,0.0003,0.8892844915390015,0.359674334526062,0.2,0.00018535593735578005,,
,,,1760000,,,137.52186584472656,388.43604271411897,0.04462890625,2140,0.0034792905,-0.38263018541038035,0.0003,0.897735595703125,0.35206544399261475,0.2,0.0009721267877466743,178.48309326171875,330.4
337.43,215,1904,1761280,51.92426300048828,924,,,,,,,,,,,,,
333.66,216,1905,1769472,39.17632293701172,928,106.412353515625,258.27181100845337,0.05426025390625,2150,0.0058109863,-0.3881319247186184,0.0003,0.9386270642280579,0.3586399257183075,0.2,0.0009085041307116626,,
334.36,217,1905,1777664,39.266353607177734,932,231.58412170410156,605.8023161411286,0.06590576171875,2160,0.006185781,-0.3954349264502525,0.0003,0.8641536235809326,0.35961899161338806,0.2,-0.0013692694668861805,,
342.24,218,1906,1785856,-9.032113075256348,936,195.37820434570312,389.9523193597794,0.0571044921875,2170,0.0048205433,-0.3867045477032661,0.0003,0.9195550680160522,0.3548557162284851,0.2,-0.0010096321875607828,,
346.0,219,1906,1794048,-13.020313262939453,940,105.6908187866211,433.6491297483444,0.06759033203125,2180,0.008534832,-0.38305275272578,0.0003,0.9049968123435974,0.3546880781650543,0.2,0.0005708037679141853,,
,,,1800000,,,122.14897155761719,363.2850224614143,0.05615234375,2190,0.007946152,-0.3793679950758815,0.0003,0.9267783761024475,0.35248813033103943,0.2,0.0010590839840006084,49.01084518432617,354.75
344.8,220,1902,1802240,0.22256499528884888,947,,,,,,,,,,,,,
345.06,221,1903,1810432,7.515225410461426,951,159.9672393798828,278.9680262327194,0.06671142578125,2200,0.004759852,-0.3743489533662796,0.0003,0.9390081763267517,0.3499767780303955,0.2,0.0007518502419770811,,
346.5,222,1904,1818624,23.910079956054688,955,228.62191772460938,543.6494150161743,0.04124755859375,2210,0.0027874175,-0.35887547507882117,0.0003,0.8889135718345642,0.34419968724250793,0.2,0.00017976240524149035,,
350.52,223,1905,1826816,11.260536193847656,958,137.06805419921875,318.8178364753723,0.03841552734375,2220,0.003150744,-0.35024468395859004,0.0003,0.9333065152168274,0.34328174591064453,0.2,0.000868307591372286,,
343.26,224,1905,1835008,24.73957061767578,962,214.98655700683594,399.785528755188,0.0591552734375,2230,0.007450973,-0.3434415929019451,0.0003,0.9083472490310669,0.33947283029556274,0.2,-0.00020100531546631827,,
,,,1840000,,,202.10067749023438,546.4765080451965,0.05399169921875,2240,0.0057201507,-0.34501747917383907,0.0003,0.8621363043785095,0.34346356987953186,0.2,-0.00037704964888689573,176.60986328125,309.05
343.8,225,1903,1843200,38.88003921508789,968,,,,,,,,,,,,,
338.58,226,1904,1851392,48.624298095703125,972,149.0002899169922,250.96506620645522,0.0692626953125,2250,0.01026182,-0.3487759130075574,0.0003,0.9329128861427307,0.3408403694629669,0.2,0.0024434102357190567,,
331.06,227,1905,1859584,59.846343994140625,975,101.25782012939453,286.6085938692093,0.044775390625,2260,0.006118742,-0.3297121515497565,0.0003,0.9365153908729553,0.33432379364967346,0.2,0.0006549938923853915,,
330.65,228,1906,1867776,53.446964263916016,979,132.701416015625,450.86913645267487,0.0488037109375,2270,0.0044926824,-0.32473228592425585,0.0003,0.8957054615020752,0.3352929949760437,0.2,0.0006519090038636932,,
330.92,229,1907,1875968,45.13203048706055,983,97.06031036376953,375.1048125863075,0.05537109375,2280,0.0041583367,-0.3313314259052277,0.0003,0.9043009281158447,0.3367357552051544,0.2,0.0007816477605956607,,
,,,1880000,,,118.5162353515625,414.9611127614975,0.05950927734375,2290,0.006755948,-0.31933300122618674,0.0003,0.8881317377090454,0.3311074376106262,0.2,0.0006035158923623385,95.79988861083984,354.7
334.34,230,1904,1884160,43.50477600097656,989,,,,,,,,,,,,,
335.07,231,1905,1892352,55.4355583190918,993,101.08486938476562,320.0166806936264,0.05794677734375,2300,0.0055245683,-0.3139751056209207,0.0003,0.9127435088157654,0.3312365710735321,0.2,0.00026247957539453636,,
341.27,232,1906,1900544,55.764957427978516,996,124.21790313720703,294.4535067915916,0.05548095703125,2310,0.0052675125,-0.30433555990457534,0.0003,0.9179450273513794,0.3267109990119934,0.2,-9.448682358197402e-05,,
331.99,233,1907,1908736,84.44160461425781,1000,116.09747314453125,258.4328023552895,0.08026123046875,2320,0.0054029496,-0.29531365968286993,0.0003,0.9312219023704529,0.3242974579334259,0.2,0.0008378402559173992,,
316.62,234,1908,1916928,110.47561645507812,1004,109.47061920166016,282.0446694850922,0.04398193359375,2330,0.0037727063,-0.2833963384851813,0.0003,0.928776204586029,0.3187950551509857,0.2,0.000987882098343107,,
,,,1920000,,,94.47814178466797,294.4542294740677,0.06240234375,2340,0.0072692824,-0.2744872152805328,0.0003,0.913801908493042,0.3186090886592865,0.2,0.0010696981602450252,123.522705078125,326.6
319.76,235,1905,1925120,104.64323425292969,1010,,,,,,,,,,,,,
324.57,236,1906,1933312,92.02306365966797,1013,128.90713500976562,237.83537456989288,0.05323486328125,2350,0.0057799215,-0.2743770809844136,0.0003,0.9390364289283752,0.31840071082115173,0.2,0.0005970837817585561,,
332.18,237,1907,1941504,73.00800323486328,1017,195.59817504882812,312.65609843730925,0.07191162109375,2360,0.0056900773,-0.2653364287689328,0.0003,0.8899435997009277,0.3133828043937683,0.2,0.00032557450776948826,,
344.82,238,1908,1949696,53.692665100097656,1021,569.17626953125,370.5416462182999,0.05576171875,2370,0.009136835,-0.26187768764793873,0.0003,0.8762737512588501,0.3163268566131592,0.2,0.002064366446211352,,
342.32,239,1909,1957888,64.82080841064453,1025,92.79290771484375,221.84197999238967,0.07862548828125,2380,0.0050377194,-0.25753458887338637,0.0003,0.9358654022216797,0.31154578924179077,0.2,-0.0007500813451770227,,
,,,1960000,,,95.93553924560547,217.00744870901107,0.06190185546875,2390,0.005201799,-0.25458418726921084,0.0003,0.934634804725647,0.31322169303894043,0.2,-0.00013910160414525307,172.49996948242188,327.15
339.35,240,1907,1966080,70.7773208618164,1030,,,,,,,,,,,,,
335.79,241,1908,1974272,84.64690399169922,1034,119.75184631347656,268.66462436914446,0.0628662109375,2400,0.0058391346,-0.2597127381712198,0.0003,0.9190704226493835,0.3141879737377167,0.2,0.00024491826770827173,,
334.05,242,1909,1982464,83.58700561523438,1038,64.69024658203125,255.7170772075653,0.05408935546875,2410,0.009236125,-0.25515010543167593,0.0003,0.9350736141204834,0.31050994992256165,0.2,0.0007795523073582444,,
335.93,243,1910,1990656,81.88310241699219,1041,63.19447326660156,222.8692685365677,0.059765625,2420,0.0054499363,-0.24969162847846746,0.0003,0.9381530284881592,0.31140920519828796,0.2,0.0007138402517739451,,
327.32,244,1911,1998848,97.64118194580078,1045,98.85807800292969,226.88814524412155,0.06265869140625,2430,0.0054424563,-0.25345350373536346,0.0003,0.9259768128395081,0.3116876780986786,0.2,-0.0005164080170288798,,
,,,2000000,,,73.5494384765625,456.2158755660057,0.04642333984375,2440,0.005933872,-0.2615690121427178,0.0003,0.868975043296814,0.3157109022140503,0.2,0.000375657283802866,210.36770629882812,332.7
329.9,245,1909,2007040,85.1530990600586,1051,,,,,,,,,,,,,
