#{"t_start": 1773658299.6232846, "env_id": "None"}
r,l,t
-1390.7606,428,168.363276
-2382.226,399,168.438169
-664.5691,239,168.617532
-3141.3074,402,168.6463
-4050.5315,413,168.710403
-1718.8481,377,168.839608
-1162.8793,421,169.062636
-4079.827,446,169.116267
-1217.524,277,169.128234
-2212.692,402,169.133378
-672.0662,271,169.413087
-581.9953,303,169.451013
-1511.9022,323,169.454
-2834.9631,396,169.473024
-460.7244,242,171.256328
-4293.6304,383,171.396538
-1992.3645,398,171.470567
-5386.327,479,171.530444
-1678.8518,324,171.614627
-3202.6116,395,171.800141
-2469.938,375,171.859417
-1609.5157,359,171.994028
-3706.4968,446,171.997591
13.187714,220,172.033387
-1174.6324,264,172.133298
-1820.6807,373,172.384315
-1808.9539,390,172.398365
-123.25462,284,172.42698
-1475.1606,396,172.439779
-661.0312,307,172.70857
-299.67557,384,172.821962
-1825.0377,387,172.838632
-4053.0898,469,172.867253
-651.97144,272,172.993631
-112.75847,285,173.127245
-198.65955,259,173.256593
-2760.8853,430,173.261856
-4168.6055,410,173.285208
-539.7757,242,174.976897
-1163.1667,260,175.193472
-2675.526,359,175.273622
-1062.717,368,175.277817
-1343.9429,325,175.354663
-2031.4121,376,175.583488
-749.79004,316,175.604914
-484.58817,249,175.613521
-2135.7188,425,175.71209
-1261.826,312,175.93169
-1366.8514,387,175.978955
-2566.3503,392,176.00861
-1692.0364,356,176.078681
-570.6305,243,176.186254
-1202.7437,288,176.306113
-1806.0162,360,176.353486
-1611.4463,323,176.413938
-975.9149,376,176.583362
-2718.3064,375,176.704706
-1067.513,293,176.730052
-5176.2417,480,176.864121
-2014.2793,307,176.906175
-420.6939,278,178.883168
-1479.213,398,180.538693
-1470.203,319,180.643552
-1296.6288,311,180.68499
-935.615,339,180.83902
-795.88324,268,180.943823
-2831.1174,395,181.000241
-429.08173,347,181.058247
-637.59863,219,181.067507
-503.48016,224,181.23783
-1771.3015,279,181.364786
-2843.0679,430,181.397091
-946.8328,336,181.414525
-1406.7408,382,181.644057
-378.25018,224,181.654628
-2985.6033,392,181.781084
-4782.082,438,181.866729
-1571.2173,283,181.945837
-5172.27,428,182.107901
-230.41422,321,182.121302
-614.30176,285,182.242543
-3445.362,431,182.314382
-666.2187,224,182.354625
-1470.3282,338,182.459772
-606.9846,245,182.4983
-470.01407,363,182.735225
-2882.1187,414,184.292574
-2501.144,381,184.433429
-1508.0211,349,184.440106
-1878.8776,311,184.660143
-1015.22614,360,184.698084
-352.46204,318,184.775384
-1465.0471,358,184.820556
-927.149,271,184.94601
-1733.7429,402,185.1218
-1210.4083,296,185.138984
-1238.7443,371,185.169074
-1107.5371,317,185.274425
-478.8144,270,185.401527
-749.3774,287,185.434657
-196.71953,309,185.487817
-2861.9836,434,185.735092
-712.7212,339,185.794783
-864.53406,388,185.811321
-1741.5157,334,185.843381
-955.38635,310,186.070642
-174.40347,277,186.117231
-961.00684,298,186.17423
-1223.784,364,186.195753
-383.88242,273,186.370104
-87.97972,241,186.378159
-784.22516,307,188.200737
-760.1103,311,188.236309
-661.37054,299,188.450928
-302.1264,246,188.541235
-3083.61,406,188.552644
-2575.5496,407,188.681091
-469.7017,251,188.70606
-70.101776,234,188.796844
-1302.1112,346,188.903999
-1045.281,356,189.06603
-877.5758,333,189.068125
-2761.39,381,189.204559
-1211.6515,363,189.292203
-38.926224,244,189.322519
-486.72943,309,189.392017
-367.1354,286,189.619178
-2684.8264,347,189.651342
-6384.744,477,189.69991
-3524.1091,389,189.791104
-120.31912,229,189.854491
-401.70905,236,189.948685
-917.01105,355,190.022974
-1070.699,365,190.173623
-1856.7712,362,190.231021
-2381.9612,346,190.30571
-2195.477,415,192.010915
-321.2384,344,192.11804
-194.41931,325,192.168742
-3219.3794,444,192.366825
-613.5457,360,192.425192
-1268.998,299,192.441986
-1544.169,403,192.585879
-993.1106,301,192.677303
-2511.7524,358,192.796925
-1468.4719,417,192.874414
-596.0089,252,192.94049
-1484.0499,346,192.947619
-831.2143,253,193.059408
-1272.8484,330,193.223085
-2015.4473,315,193.271637
-1251.8107,375,193.342866
-1116.1433,324,193.405896
-1098.5784,351,193.598873
-1817.1729,373,193.742643
-3730.6436,445,193.747996
-1712.4421,427,193.8535
-1572.8389,341,193.952969
-899.4564,306,194.06185
-859.76263,340,194.102013
-2894.209,436,196.066628
-1002.6322,243,196.068747
-2053.9148,416,196.145677
-631.83496,309,196.179669
-1042.13,253,196.334837
-884.17456,263,196.347435
-1128.1183,283,196.441026
-2169.239,395,196.596621
-32.350708,253,196.601478
-1254.4513,282,196.64628
-539.3136,242,196.698
-538.69824,233,196.889508
-716.49445,280,196.895638
-1636.3601,318,196.932142
-353.91827,335,197.054289
-755.7713,327,197.240202
-1342.807,389,197.300232
-3168.285,383,197.334707
-496.0116,274,197.338827
-238.15187,259,197.511481
-255.1023,286,197.639561
-1220.5151,292,197.641946
-564.70667,402,199.473182
-556.3982,285,199.560157
-874.48016,252,199.66173
-572.6306,343,199.752883
-369.9013,237,201.399462
-860.70074,348,201.44106
-1298.7457,365,201.673405
-187.06848,279,201.676495
-1605.9293,329,201.822914
-1651.6056,431,201.904522
-100.60811,306,202.008895
-2502.5527,370,202.073164
-79.28366,333,202.175012
-609.7686,285,202.205462
-3013.4026,405,202.425991
-581.65173,224,202.435247
-2515.0247,389,202.474042
-1571.2024,344,202.52794
-1140.276,267,202.756911
-1260.4458,330,202.783985
-1367.0541,374,202.822289
-1594.4114,429,202.987176
-421.65247,275,203.112892
-1768.8447,353,203.131879
-1636.9257,399,203.207903
-204.60228,221,203.221915
-1116.2312,261,203.487241
-868.5101,282,203.496365
-706.11743,377,203.50439
-2542.2573,423,203.571902
-580.2677,254,205.399364
-182.96635,273,205.42882
-787.7752,299,205.439867
157.1117,221,205.668965
-3051.9287,445,205.68225
-18.968231,240,205.699324
-2713.7292,325,205.751466
-692.4643,235,205.948532
-1127.6326,357,206.064809
-770.08295,392,206.087755
-662.6189,330,206.105747
-435.31827,345,206.318076
-454.29315,260,206.377615
-630.6603,313,206.393472
-442.26044,330,206.432649
-501.90247,293,206.684024
-251.30362,244,206.689115
-2019.3768,412,206.744169
-880.8251,342,206.748201
-1750.763,274,206.964412
-171.65604,304,207.060383
-3275.1116,424,207.130158
-2469.7913,405,207.175303
-1344.1473,274,207.353769
-1461.424,378,207.367776
-1153.633,359,209.02284
-1488.5118,351,209.064296
-1917.0593,339,209.235174
-802.3893,236,209.282323
-2485.3596,373,209.283531
-1914.7485,355,209.439717
-1355.0763,292,209.587441
-3327.2144,363,209.613984
-2188.2004,426,209.730442
-1227.4443,370,209.825061
-1908.2913,376,209.97669
-1657.9,367,209.992381
-2678.9053,433,210.173845
-970.4433,367,210.202981
53.289734,274,210.260068
35.587723,220,210.405407
-2686.7695,411,210.419413
-624.5975,315,210.589026
-4025.9006,484,210.706986
-1549.6577,313,210.728639
-3140.5476,383,210.818332
-1654.5195,387,210.996828
-608.6717,402,212.703316
-1735.3967,357,212.760341
-3549.5547,464,212.762834
-1625.3809,337,212.913279
-574.8973,255,212.985643
-98.216644,321,213.097891
-5158.314,442,213.234823
-736.6616,233,213.239917
-486.53058,220,213.331839
-2353.7903,433,213.371955
-507.02533,258,213.50733
-1592.0237,335,213.583042
-457.80353,263,213.657787
-1154.4618,316,213.673146
-425.60867,277,213.883932
-525.95337,240,213.912657
-3811.1143,426,213.963861
-1680.9363,392,214.08199
42.241135,273,214.192278
-570.1559,313,214.289537
-2682.5269,421,214.321317
-1618.5648,396,214.493231
-787.2398,354,214.559932
-298.70532,303,214.603738
-1562.3141,373,214.716196
-1454.538,315,216.343606
-869.407,368,216.544785
-2256.0322,426,216.566058
-3023.2163,426,216.717071
-981.7146,316,216.717114
-611.9556,276,216.857357
-2545.1973,416,216.988249
-1352.2358,299,217.030776
-3779.6897,439,217.175111
-772.03467,335,217.208827
-307.1875,240,217.234671
-2563.6235,409,217.458163
-415.34286,257,217.50385
-3734.6338,406,217.633469
-4112.1523,473,217.668467
-950.44824,324,217.792458
-721.2627,315,217.831861
-441.5194,367,219.559545
-2889.1545,422,219.658305
-2057.7874,381,219.737082
-2508.8574,407,219.799093
-226.42847,330,219.899459
-2029.5258,365,221.670842
-3559.676,450,221.678516
-2053.4348,329,221.713843
-265.20715,300,221.79633
-14.778854,276,221.98863
-699.64685,306,222.048562
-212.64738,301,222.117869
-3775.8723,440,222.16882
1.3775787,278,222.282768
-901.0795,270,222.334552
-1706.5731,332,222.470806
-3833.4329,469,222.671243
-1309.4122,362,222.67236
-74.14241,272,222.759054
-2513.019,403,222.764732
-1046.9293,297,222.988666
-206.93668,235,223.011796
-503.03717,239,223.020974
-5404.011,456,223.166065
-752.6931,260,223.293867
-429.19794,304,223.3483
-1686.398,401,223.416276
-1798.4612,358,223.530503
-62.395264,269,223.569451
-103.25203,224,223.652887
-1236.1252,397,223.765061
-174.9303,267,225.373167
-190.53423,307,225.482441
-241.84946,236,225.488315
-1256.8713,334,225.717015
1.4629517,249,225.759535
-1259.8878,349,225.784218
63.4003,317,225.831732
-479.9366,320,226.054545
-97.32297,255,226.107748
-385.6104,382,226.169793
-5851.496,481,226.301413
-1300.4795,297,226.421428
-337.59998,276,226.457035
-2960.7769,409,226.488092
-673.09357,250,226.558718
-730.1105,249,226.684495
13.027115,225,226.697395
-639.8778,270,226.778198
-494.36945,272,226.849795
-608.8684,264,227.062268
-1457.0708,383,227.109051
-2086.5105,396,227.110108
-3677.3616,461,227.333993
-194.57639,235,227.346786
-134.02141,296,227.409437
-975.0137,354,227.423584
-315.51566,231,229.142775
-1683.4819,344,229.288577
-1772.7059,343,229.372715
-758.38794,340,229.382574
-3128.3247,417,229.622153
-619.3286,259,229.651742
-2183.5427,395,229.791638
-3707.2034,474,229.796771
-547.1002,259,229.933645
-621.7026,297,229.945974
-659.8557,238,230.057887
-900.09656,345,230.175802
-192.9276,294,230.272514
-761.45825,341,230.308514
-315.64874,295,230.367488
-920.51373,316,230.501581
46.447342,245,230.521026
-2276.9575,340,230.723761
-3442.7295,409,230.735418
-491.62863,290,230.810661
-192.66269,290,230.828309
-64.91052,231,230.96679
-1136.4078,249,230.997979
-384.27228,375,231.233876
-3048.1597,414,231.256869
-535.64,275,231.266431
-720.9581,304,232.954805
-107.73425,224,233.176443
-1438.6129,392,233.344823
-3648.1492,423,233.35552
-594.07294,242,233.432379
-1582.3324,414,233.437661
-551.6788,303,233.664389
-773.4574,229,233.678772
-682.14734,382,233.763535
-225.7766,340,233.79628
-622.7655,301,234.001056
-686.59735,227,234.033824
-2278.2634,379,234.065382
-1417.7085,414,234.194725
-877.75073,330,234.381454
-1105.5471,340,234.427416
-1207.7555,411,234.435724
-317.02173,297,234.517019
-686.9857,277,234.694927
-137.01617,271,234.746734
-605.63983,312,234.784835
-477.2137,282,234.840153
-1053.6364,350,235.108793
-197.06642,247,235.139912
-701.72046,300,235.142575
-646.28345,346,235.158543
-398.16498,309,237.071374
-264.81854,349,237.084384
-526.91077,368,237.128855
-2398.8804,373,237.14869
-486.0815,245,237.332363
-379.12158,275,237.377188
-781.39014,375,237.525507
-516.71277,404,237.578725
35.319992,351,237.750045
124.60429,261,237.805524
-4136.7803,455,237.812595
-473.7727,266,237.86126
-214.00671,250,238.086425
-1350.8428,324,239.820386
-1596.7758,387,239.830876
-642.5029,370,239.924885
-752.1369,335,240.178162
-200.4395,242,240.184325
-2979.697,445,240.221687
-1282.6923,403,240.256398
-354.476,292,240.479235
-1425.9114,311,240.536237
-1433.3573,414,240.599589
-907.89325,379,240.645277
-1078.2474,286,242.480829
-496.9251,257,242.516513
-1217.0096,291,242.617776
-2323.8662,380,242.754405
-578.07825,290,242.792149
-1466.8254,336,242.971257
-2639.6047,430,242.971295
-960.1461,355,243.127689
-1100.8469,394,243.208398
-237.3234,319,243.303103
-2289.4194,452,243.439186
-712.9088,305,243.520089
-1573.0034,419,243.55878
-440.0467,274,243.583217
41.783493,223,243.758857
-28.417953,247,243.84455
-3480.5562,444,243.905393
-2721.9624,423,244.004085
-172.14865,284,244.141308
-2111.5593,414,244.190114
-2168.3613,406,244.325708
-232.33861,232,244.379419
-974.52765,367,244.38242
-985.55554,289,244.480958
32.262695,230,246.096631
-753.55804,280,246.242037
-159.69951,308,246.274127
-947.93317,296,246.448035
-3599.478,421,246.498771
-752.5978,273,246.529743
-1315.1223,293,246.586081
-820.02905,331,246.854439
-1667.3912,384,246.856428
-251.00342,336,246.888951
-1136.129,368,246.975778
-724.1177,266,247.132689
-474.8637,301,247.203993
-1134.4738,389,247.265899
-767.16925,284,247.278723
-659.139,297,247.437323
-18.718735,271,247.482595
-876.0475,293,247.565396
-630.3324,296,247.58136
-592.78284,235,247.683985
-1490.901,300,247.801805
-158.81084,216,247.913077
-2512.9143,419,248.00763
-1479.0757,405,248.007675
-660.32104,294,248.10391
-599.44867,250,249.842378
-2078.7686,420,249.971498
-1791.0957,418,250.064507
-291.86646,360,250.104917
-306.8161,229,250.214159
-552.7171,310,250.214195
-28.96376,240,250.321113
-396.36456,345,250.480979
-1125.5757,408,250.673949
-3681.393,414,250.680959
-3227.154,444,250.827286
-8.786285,301,250.829594
-309.95428,221,251.096635
-1458.8518,352,251.097651
-1337.9879,418,251.162566
-4207.8945,465,251.347798
-733.3255,243,251.349778
-748.2261,375,251.482181
-895.30786,373,251.543409
-899.58594,433,251.80781
-3066.6985,444,251.817163
-364.69818,263,251.828843
-1434.1179,336,251.843413
-373.011,293,253.630189
-483.7601,281,253.640563
-811.49457,338,253.756271
-3464.2795,481,253.884881
-416.96567,217,253.905372
-752.3623,284,253.985969
-861.5133,317,254.090983
-403.6797,259,254.17175
-322.5922,285,254.276435
1.6331482,243,254.343009
-3567.5984,447,254.348109
-1999.0615,380,254.565948
-1369.715,367,254.660424
-2159.4067,392,254.754742
-1626.9188,429,254.786496
80.933014,255,254.829911
-1899.9728,410,255.080872
-221.55428,297,255.092755
-543.90283,311,255.15411
-3019.735,428,255.196623
-253.4801,226,255.318479
-205.3072,247,255.45524
-964.1756,382,255.493075
-3755.9385,378,255.546809
-802.1311,324,255.655786
-600.88684,308,257.381861
-2520.1218,441,257.522572
-841.8673,405,257.583173
-747.0466,316,257.598306
-1531.5142,353,257.805563
-210.78474,302,257.913725
-387.54907,296,257.92274
-2798.0708,388,257.946627
-495.86243,249,258.066052
-374.89468,290,258.22572
-754.97046,309,258.272091
-910.75256,364,258.295325
-1133.1145,296,258.380269
-436.96686,290,260.21003
-545.22217,281,260.268758
-1826.1527,356,260.326124
-1034.3416,299,260.374557
-520.4962,304,260.585235
-1171.6919,411,260.638201
-921.8867,267,260.650111
-898.4093,381,260.722331
-617.9415,345,260.950709
-1187.7715,330,260.989391
-402.84164,388,261.061418
-4563.575,442,261.191943
-626.8661,345,262.915233
-468.05026,311,262.917769
-1020.7677,426,263.157327
-506.49658,283,263.265665
-3771.423,445,263.31228
-1813.5923,422,263.410906
-769.08014,343,263.521099
-158.04929,275,263.550897
-986.3071,277,263.60148
-427.3959,290,263.718782
-584.2685,219,263.786933
-443.58228,261,263.876944
-1072.2349,351,263.894203
-944.84534,334,264.065302
-263.48938,223,264.127848
-959.6172,344,264.149518
-2551.742,436,264.341142
114.65286,215,264.359245
-401.65485,286,264.372484
132.4395,251,264.415493
-238.4445,279,264.645258
-1274.7723,330,264.761925
-2119.0947,416,264.775222
-1482.188,399,264.789317
41.911118,246,264.903587
-1213.3816,283,266.710332
-986.6641,320,266.745188
-1866.2725,370,266.797929
-631.37177,406,267.027878
-703.93115,296,267.105843
-910.89844,328,267.202242
-1888.2898,414,267.254997
-430.69214,234,267.353381
-386.10553,219,267.430611
-1713.96,419,267.478419
-406.28162,258,267.519096
-89.472946,218,267.575252
128.2555,240,267.728314
-2213.4485,425,267.879239
-982.0095,418,268.02265
-2873.859,474,268.025754
-97.06439,286,268.03766
-707.16077,246,268.134243
11.743988,274,268.323261
-250.22255,292,268.32934
-651.1158,253,268.398463
-1725.107,425,268.457597
-767.58606,273,268.608521
-960.2458,281,268.688439
-1423.4508,386,268.720874
-992.4365,398,268.869162
-327.69702,304,270.47575
-969.24255,384,270.68562
-998.4292,422,270.758903
-165.1893,291,270.777102
-2043.6418,404,270.94596
-2689.5852,386,271.094756
-414.3553,400,271.177982
-1626.8352,405,271.202635
-738.1356,312,271.276036
-695.1132,318,271.423409
-252.50485,360,271.575621
-1065.777,386,271.580052
-682.8769,250,271.691645
-1905.843,422,271.721954
-525.5146,251,271.959061
-1567.5884,365,271.968816
-1129.3171,422,272.033674
-2544.9575,442,272.190095
-747.9424,278,272.261637
-902.2853,426,272.402242
-2263.6108,377,272.42303
-1269.8604,257,272.524666
-936.6056,341,272.538657
-112.915634,221,274.482977
-775.1856,371,274.534396
-3484.2166,409,274.552538
-804.833,294,274.556405
-256.16537,229,274.817303
-246.29964,292,274.917344
-2577.9045,414,274.992096
-2211.7434,427,275.074282
-163.33487,407,275.281621
-1166.8851,252,275.345112
-482.52634,417,275.379812
-1959.7411,384,275.40954
-376.71613,247,275.531635
-14.118576,228,275.609855
-576.1066,250,275.66349
-898.444,317,275.66769
-243.3774,278,275.906167
-1493.3484,364,275.918555
-898.82794,341,276.0277
-2530.2966,441,276.130092
-273.68497,231,276.146862
-309.57672,227,276.154841
-289.15424,216,276.257235
-270.42984,236,276.403798
-528.2051,286,276.430431
-1125.8191,274,276.434582
-1090.5106,379,278.26284
-271.98428,244,278.269419
-1085.6365,345,278.443043
-2705.0295,415,278.521564
-74.86694,216,278.536222
-1411.7635,312,278.628336
-1332.6158,353,278.811444
-949.2859,362,278.896603
-1419.4788,396,278.948896
-3031.9724,419,280.919602
52.69191,246,281.006173
-2817.7378,412,281.094625
-723.3819,319,281.143788
-570.36273,227,281.264669
-1752.3195,362,281.318367
4.2781525,238,281.511983
-2651.87,432,281.56371
-1742.0944,431,281.60407
-2060.1985,363,281.706014
-1567.158,307,281.844656
-1118.9702,327,281.919656
-743.4748,258,281.979684
-287.5789,362,281.996645
-439.40973,338,282.208941
-347.82654,238,282.252867
-1199.9109,328,283.901658
-862.5529,361,284.024467
-26.107147,235,284.179988
-3081.0884,418,284.328598
-1628.0623,372,284.34292
-788.25854,359,284.419477
-197.23572,332,284.525539
-320.2677,274,284.612056
-560.6495,244,284.67501
-2596.629,438,284.797262
-229.11528,293,284.831579
-1017.8023,403,285.028441
-378.86755,251,285.0559
-1295.4722,399,285.088028
-148.77728,362,285.20984
-705.0565,285,285.330657
-329.7699,295,285.40226
-3489.8357,470,285.549644
-830.47754,360,285.584232
-1693.9613,366,285.714777
-2011.2068,367,285.786745
-444.23514,300,285.901215
-1737.6467,428,286.000995
-1085.0945,304,286.037028
-25.842972,232,287.661003
-793.7039,377,287.709188
-395.54645,264,287.855807
-2440.7144,437,288.007433
-917.28125,342,288.052975
-1159.5934,355,288.104313
-872.6355,319,288.195347
-128.85793,231,288.249569
-135.36552,263,288.326479
-232.01709,228,288.340263
-282.0688,274,288.477889
-680.0223,302,288.560807
-7.097748,315,288.656437
-1230.371,394,288.751118
-1617.9136,390,288.884634
-1397.442,396,288.977051
-1989.4143,435,289.106306
-1210.57,388,289.155886
-1956.8418,422,289.329739
-2963.242,434,289.429163
-148.16516,300,289.467915
-2663.9514,398,289.520673
-937.92444,313,289.651942
-734.84827,324,289.769694
-188.3022,350,291.641786
-2479.1758,421,291.666697
-518.3596,301,291.726438
-1141.1997,378,291.925954
-965.93555,302,291.986427
-125.847595,254,291.993788
-1419.7925,398,292.066066
-171.82715,231,292.226013
-369.4978,304,292.240365
-985.06604,398,292.405217
-2058.204,370,292.451407
-889.7946,271,292.50835
-1309.9807,359,292.616963
-1430.3933,336,292.76089
-1097.5952,320,292.848029
-1065.4647,375,292.849093
-651.752,294,292.928243
-548.4436,257,293.034383
-961.76306,310,293.176999
-861.1015,332,293.198286
-115.68387,289,293.343426
-1638.0388,412,293.366519
-811.584,327,293.518282
-796.6895,323,293.536157
-1690.6263,389,295.308878
-2745.977,434,295.33794
-849.1564,318,295.428835
-1358.6295,359,295.454594
8.809799,225,295.664616
-906.28503,339,295.707076
25.333542,283,295.750616
-2957.9065,475,295.824853
-693.72,299,296.063124
-2333.7256,416,296.099161
-1770.5414,418,296.146293
-3346.7617,453,296.305455
-669.07806,311,296.391818
-1417.2356,336,296.453885
-779.24536,386,296.553224
-735.3878,314,296.63137
-1417.2588,353,296.762702
-1391.2373,336,296.807215
-1430.0543,361,296.933303
-1875.9979,380,297.033647
-242.38351,233,297.060732
-25.202103,289,297.080877
-144.27254,240,297.333166
-853.6756,369,297.333204
-605.5664,283,297.343321
-1026.5237,328,299.060816
-597.56757,292,299.343603
57.463882,226,299.352505
-1584.643,388,299.454855
-1521.5013,418,299.476365
-505.82376,291,301.505386
-2475.4639,393,301.629327
-1606.1602,343,301.703348
-1729.1333,404,301.746609
64.765,274,301.804752
-522.0563,290,301.936596
-1155.0764,404,302.135804
-1.2551575,228,302.18604
-1403.919,424,302.200916
-2216.9607,379,302.211987
-278.03937,235,302.451357
-93.685455,311,302.456896
-809.8497,331,302.540298
-1531.4584,415,302.614346
-515.76294,233,302.700653
-832.5356,333,302.807626
-442.71826,224,302.853395
-1862.0159,379,302.947948
-316.1999,246,302.963965
-764.0156,284,304.721883
-137.85133,341,304.742625
-974.4143,336,304.922308
-1425.4291,380,304.953299
-866.8715,392,305.17098
-1160.5548,411,305.205378
-1334.4209,381,305.316264
-1938.1414,385,305.35044
-201.41809,233,305.442831
-958.2126,354,305.532757
-344.36545,251,305.609453
-1172.9619,401,305.733801
-117.592255,312,305.774837
-1734.2892,389,305.968583
-236.65894,241,306.008839
-2499.1704,407,306.059628
-631.34186,299,306.105846
-1964.857,343,306.32237
-400.02545,288,306.409325
-1608.9462,399,306.425532
-1303.1548,413,306.49258
-175.83493,233,306.686883
-348.1568,250,306.689099
-1466.0303,355,306.718114
-1352.0652,374,306.934523
-1115.4678,323,308.699309
-2175.75,401,308.799498
-1447.7645,409,308.833385
-786.9242,314,308.920239
-986.47375,353,309.090415
-67.76463,282,309.099784
-29.947495,230,309.168436
-776.29645,370,309.232508
-329.2038,280,309.469327
-590.7049,360,309.476438
-1183.7896,362,309.487542
-537.0573,336,309.585033
-161.48848,296,309.804807
-562.0246,344,309.836131
-2256.9207,411,309.912908
-1031.4598,322,309.930078
-1649.4121,387,310.214516
-629.3857,318,310.267718
-2178.6538,430,310.290931
-1030.817,363,310.298188
-374.14392,332,310.61192
-1697.1003,405,310.635681
-307.4047,368,310.680475
-2051.3237,471,312.291445
-2207.3062,398,312.593622
-508.17603,383,312.599775
-1474.717,360,312.62108
-3329.0254,477,312.855873
-56.088333,251,312.874949
-723.35175,298,312.920456
-47.981003,274,312.922582
-186.9196,240,313.109996
-185.37634,219,313.14923
171.9199,291,313.180412
-1672.7284,370,313.311565
-500.98758,228,313.388423
-1457.1398,396,313.523004
-1232.6334,379,313.580507
-415.74597,295,313.619991
-492.23462,369,313.782411
74.09837,227,313.824249
-782.4468,343,313.986192
-3645.4976,471,314.025368
-1609.3809,396,314.196054
-235.71037,394,314.235964
-26.649185,229,314.265951
-2778.7166,424,314.431584
-27.288269,226,314.476493
-772.3753,387,316.155238
-117.29971,245,316.266775
-3053.6077,452,316.317918
42.371536,270,316.334639
126.23642,242,316.514832
-894.65015,418,316.613419
-1339.1188,367,316.69286
-793.6207,362,316.704795
-1640.2001,361,316.882066
-151.37048,225,316.93419
-738.75586,309,317.011882
-1836.7837,410,317.036082
-336.70972,266,317.166689
-645.54987,292,317.251334
-1718.8762,427,317.466708
-1287.6472,407,317.469264
-272.83218,342,317.611347
-486.1541,427,317.620423
-37.119965,237,317.725253
-3780.4624,438,317.936495
-560.34155,347,317.982584
-1436.9324,423,318.076584
-1659.4829,393,318.145214
-195.2216,328,319.869756
-1429.7646,403,319.911003
-517.7619,301,320.013023
-2979.7808,430,322.066587
-624.2685,320,322.206231
-1478.2461,330,322.249397
-562.32056,302,322.317803
-145.37242,244,322.322938
22.55687,251,322.465665
-1280.5315,333,322.672301
-373.29553,364,322.700818
-2145.7922,440,322.71332
-696.7426,298,322.781968
-608.02124,353,323.047825
-469.8504,284,323.089854
-1442.0334,369,323.095514
-3539.8857,459,323.209761
-436.755,378,323.494824
-859.1298,428,323.507505
-1277.1278,410,323.533625
-624.0554,343,323.570817
24.015411,237,323.769122
-446.28217,251,323.810748
-924.2342,355,323.879464
-2208.2844,419,325.593949
-738.9979,276,325.698236
-149.97743,245,325.741407
-768.9286,420,325.813963
-2151.5337,441,326.097439
-1292.9214,377,326.107951
-362.16425,412,326.1852
-184.41003,353,326.196697
-256.25128,264,326.46523
-1289.1367,412,326.533886
-1097.1146,415,326.545727
-1419.4465,366,326.582775
131.84782,246,326.720212
-494.11432,310,326.874202
-644.8041,318,326.920512
61.955704,233,326.974302
-3632.313,447,327.012739
-800.61633,261,327.160455
-116.11746,254,327.196866
-611.3655,292,327.287399
-307.30402,218,327.387649
-339.11145,249,327.45251
-3497.3186,462,327.494852
-316.82388,379,327.703462
-158.086,300,327.726923
-828.27136,411,329.477869
-659.27234,270,329.577554
-2764.195,468,329.583839
-486.31488,343,329.635808
-82.9579,290,329.885878
-662.4309,427,329.933539
-894.5493,378,329.990937
-925.75586,421,330.08823
-561.5804,241,330.192415
-112.17001,314,330.222073
-788.92896,336,330.344232
-98.24315,369,330.485702
-660.76685,347,330.607832
-2676.1343,396,330.629839
-914.54565,316,330.706624
-625.3313,256,330.78502
-482.0721,259,330.919892
-1073.6652,354,331.0675
-2068.8416,378,331.16865
-1659.4268,337,331.19383
-919.13257,391,331.367702
-81.05798,286,331.496724
-554.0484,311,331.498924
-1376.5771,436,331.536438
-630.25195,227,333.196597
-43.39218,292,333.449974
-196.00291,340,333.494591
-307.2447,304,333.495586
-271.59674,348,333.602928
-46.631195,237,333.682588
-599.37616,322,333.813025
-739.7726,359,333.850219
-246.11545,283,333.88841
-575.16016,331,334.017606
123.29609,226,334.04425
-360.1898,315,334.176574
-551.4008,339,334.238077
-114.541595,264,334.289235
-521.60333,366,334.417689
-589.5241,260,334.499378
-958.2643,362,334.54187
-264.3907,315,334.608413
46.08336,264,334.685323
-64.89075,236,334.740461
-854.1473,413,334.975349
-316.87735,294,334.998284
-1403.9913,385,335.0125
-399.57205,256,335.013535
-884.31366,331,335.306072
-863.66406,402,336.972175
-1104.0864,412,336.98453
-2079.089,428,336.9873
-1.7805176,227,337.245058
-362.01874,239,337.246179
-773.42175,414,337.314712
-296.9783,316,337.334764
-2.895218,247,337.494538
-435.74042,302,337.551008
-1966.8328,333,337.655657
43.953217,233,337.798615
-2024.6521,458,337.807944
-438.79584,400,337.912753
-632.6216,293,337.963677
-605.0053,378,338.190478
-246.56674,303,338.228014
-1542.4443,411,338.234585
-2121.405,384,338.358882
-187.9671,322,338.522313
-554.7274,251,338.631761
-691.9638,412,338.666161
-3316.7537,474,338.737767
-431.30963,304,338.854412
-305.32214,218,338.861471
-532.6211,243,338.921072
-1346.3799,379,342.437934
-1251.94,314,342.49145
-438.12878,344,342.58034
-1775.0265,417,342.58909
-1205.5922,375,342.82691
-542.892,274,342.873477
-855.28546,402,342.907257
-113.11003,331,342.924794
-388.35828,273,343.109936
-387.13318,239,343.124778
-318.94165,279,343.20084
-460.70413,378,343.318147
-990.5688,328,343.464366
-44.932144,260,343.468366
-428.48737,358,343.480894
-218.8333,354,343.683666
-589.145,246,343.721303
-601.09406,316,343.802824
-2639.6357,445,343.916139
-329.00513,257,343.980989
-866.9663,411,344.105664
-1625.7673,438,344.253732
-1150.8368,356,344.287828
-1027.7903,418,344.415865
87.68382,247,346.087297
-314.15613,415,346.117083
-348.2461,336,346.243644
-240.24419,337,346.371817
-604.8644,344,346.482067
